,stemmed,sentiment
2017,fix anjing semua subscriber erick cancer semua,1
2018,fix hqters,1
2019,fix kutik tu benci,1
2020,fix rata haterskamurapstrodog erick dah tawan banget ama w,1
2021,fix semua heaters kamu bocah semua,1
2022,fix terus filthy frank dah ni wkwkkwaan mikirin idup orang,1
2023,fix dislike hatrs anjikk,1
2024,follback bangemua rugikamubully si eric emang tingkah kaya gitu lah yang neng,1
2025,follow ig dennis cakra yah,1
2026,foto son of zeus dimunculin qorygore awokwok,1
2027,foto siapa,1
2028,frank content loser read benci comment,1
2029,fresh ni rick sumpah tertawa aku wkwkkw,1
2030,fressshhhhh kontol,1
2031,fuck benci,1
2032,fuck hatterss,1
2033,fuck kontol,1
2034,fuck man i like u shit damn,1
2035,fuck gemar,1
2036,fuck that benci,1
2037,fuck the benci you still shine rick,1
2038,fuck those benci keep going ericko lim,1
2039,fuck you,1
2040,fuck you erico lim,1
2041,fuck you benci,1
2042,fuck youu yg bulllt rick,1
2043,fucking bitch benci fans tunda haha lanjut bang hahahaha,1
2044,full tertawa njing wkwkwkwk,1
2045,funfact,1
2046,fuuuuuuuussiioooooonnnnnn xd,1
2047,fvck,1
2048,g,1
2049,g colab sama qorygore dong,1
2050,g aku saraninkamuhapus channel aj wkwkwq nyindir yaa,1
2051,g lucu,1
2052,g nanya,1
2053,ada cash akan happy beli tix id,1
2054,ada cash gagal happy,1
2055,ada intro kiamat,1
2056,faedah banget erick videolu,1
2057,faedah jangan upload,1
2058,bisa subscribe x goblok,1
2059,saya skip iklan biar makin kaya terus benci panas hehe,1
2060,seperti yg kolea yang komentar benci lapor polisi,1
2061,lucukamukampanh,1
2062,ngewe sama kim himie,-1
2063,punya konten,1
2064,sabar ytrewind ajg,1
2065,sopankamujink sama my lordner mana yg enggk lahhh teruskamuapa a lomba buat bikinkamumakin kayaody ama erickolim,1
2066,usah bawa bawa agama komentar kalokamusendiri munapikkamungocok selesai tu sabunkamunonton bokep ngocok sendiri,-1
2067,ush perhatiin bg benci fans yg tunda karma tak seman kurma fuckyouhaters,1
2068,ush nonton lebay,1
2069,yakin kalau haternya banyak video yg like k yg dislike kurang akhir aku liat lho gatau aku kasih komentar bakal ubah bagaimana ttep semangat dah rick wkwkwk,1
2070,gabung warpath sama daylen,1
2071,gacha starlite wkwk,1
2072,gada benci komentar vv,1
2073,gada konten baca komentar benci benci duit erti juga caralu cari duit bang v,1
2074,gadakamugarame erick wkwkwk,1
2075,gadai bang tampan badai,1
2076,gaje lah in,1
2078,bang aku dukung luuu,1
2079,berani ngehujat entar dibikinin video batman sagne,1
2080,tampan yg penting punya pacar,1
2081,jangan maksa,1
2082,main pb lgkamubang,1
2083,mempan benci erick,1
2084,pasti isi toxic semua kalau erick,1
2085,semua comment hate serius banyak becanda mau ikut toxic kalau konten toxic tidak salah kalau comment toxic tidak,1
2086,suka karya orang masih suka pantengin orang goblok tu ke sum sum tulang anjing,-1
2087,usah dengerin tod benci mah gitu memang,1
2088,usah pikir bacot org lanjutin sini gemar dukung kamu erickolim,1
2089,usah ketawa oi emangkamubau sampah nyadar lah dikit harusnyakamuprihatin sama laku lu,-1
2090,gakuat nahan tawa ampun djkud komentar sini rasa sok asik video jilat mau bilang sok yee iya,1
2091,galihmaulanaa benar banget,1
2092,game official haters detected,1
2093,gaming thnks,1
2094,tampan,1
2095,tampan banget,1
2096,tampan banget kamu,1
2097,tampan banget rickjing,1
2098,tampan bangsat,1
2099,tampan ericko lim sumpah gagah perkasa anjir wkasti horny cewe lagi aku udah subscribe kak ody ama erickolim,-1
2100,tampan buanget eric,1
2101,tampan ericko lim lain,1
2102,tampan tampan kontol lu,1
2103,tampan,1
2104,tampan bang,1
2105,tampan ken jadi istrinyaukno channel iki su salam asu,1
2106,tampan kokrickolim subscribernya juta,1
2107,tampan lah nyata kamu punya pacar taek,1
2108,gantengkamubang,1
2109,gantengkamubang,1
2110,gantengkamubang wkw,1
2111,tampan si emang mnrt aku hahahaha,1
2112,ganteng ericko lim pada lain,1
2113,ganteng kontol l kau,1
2114,gantengggg,1
2115,ganti calendar ooooooooo,1
2116,ganti ganti mulu intro,1
2117,ganti gaya rambut dong lur,1
2118,ganti intro bang,1
2119,ganti intro terosss,1
2120,ganti president,1
2121,gantteng kamu bang,1
2122,gapapa bang ngehate yg penting aku tetap saja erick biar erick banyak duit wooo,1
2123,gapapa benci buat erik kaya raya,1
2124,gara gara liat kontenkamugua pede sampe urat malu putus,1
2125,gara gara toxic erik subcriber wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk wkwkwkwkwkwkwk,1
2126,gara gara video kamu sumpah gwa ikutin gaya santai kamu benci banyak tq erick,1
2127,gara penasaran rela nonton iklan nyampe detikaaaannn gilaaaaaaaa lebih faedah ketimbang omongankamuyang penting erikkkk,1
2128,gara kamu anak anak sekarang toxic semua anjing ngcorygore,1
2129,garis kuning,1
2130,gas terus,1
2131,gas terus mang,1
2132,gas bang pokok maju terus jangan hirau manusia ngomong kgak jelas,1
2133,gasskeun distrack lunch kapan buat benci sabar aku ng,1
2134,gausa diladenin bang rick benci tu smakin kamu banyak benci kamu smakin naik bro,1
2135,gausah dengerin bang kata benci,1
2136,gausah dengerin hatersampah bang tentu jg benar,1
2137,gausah ngegad anjing,1
2138,gausah peduliin yg hatekamurik sudut pandang tu sangat sangat rendah mereka gataukamuyang sebenernya,1
2139,gausah peduli benci wkwk yg penting aku nonton semua kontenkamuaja wkwk,1
2140,gausah perduliin bang anji k mmng haterss fuck,1
2141,gaya macam k pop muka produk lokal,1
2142,gaytau mau ngomen paan,1
2143,goblok,1
2144,gedegedein otong yok,1
2145,gege savage thyrickz dong,1
2146,generasi muda indonesia ancur gara erikgoblok anak dajjal buat video chanel sampah kaya gin,-1
2147,genjutsu,1
2148,gentod pin comment aku,1
2149,gereget bangnk,1
2150,gg,1
2151,gg akmj,1
2152,gg anjay,1
2153,gg bos,1
2154,gg jir,1
2155,gg kau bang tetap sabar kwwkwk aku stay on gemar bro,1
2156,gg lah ericolimo limit pros souw liong liow gamerz gaming,1
2157,gg lah garakamugw inspirasi,1
2158,gg openingliong,1
2159,ggwp intro njerr,1
2160,gila aku lihat videotampa skip yg gila iklan yg masuk videonihh njing gila erick salut kamu aku,-1
2161,gila bang di laporin bang semua udah uu ite laporin bang biar polisi banyak yg nganggur selain beri manusia ajar abang ngasih rezeki para polisi dah gitu kalau abang baca pikir in bang lumayan ngasih rezeki dapet pahala ama ngasih ajar buat yg salah faedah,-1
2162,gila bnyk benci,-1
2163,gila itu hah netizen wkwkwk so have fun rick,-1
2164,gila hqq i like youiya hehe,-1
2165,gila kamu nanii,-1
2166,gila kamu rick,-1
2167,gila kamu erick,-1
2168,gilakamunonton ericko dalam kubur,-1
2169,gila tertawa seru hahahaha anjay,-1
2170,gila mulai ye bang hahah,-1
2171,gila pentilkamuitem gede ajg,-1
2172,gila satu keluarha toxic legend,-1
2173,gila walpath sama daylen,-1
2174,gila wkwkwk tertawa panjang video bukan haterskamubtw,-1
2175,gilasehhh,1
2176,gile gile hatersnya buat aku tertawa njay kayak wkekeke,1
2177,gilir kim hime buat videobaru satu akmj netizen barbar,1
2178,gilv,1
2179,bagaimana cara beli subscribe,1
2180,bagaimana banyak benci channel ajh sesat,1
2181,bagaimana kalau erik colabs sama bang mael lee bukan kaleng kaleng wkwkw,1
2182,bagaimana biar benci,1
2183,bagaimana youtube rewind bro,1
2184,gin dah kamu pikir lah ngomong kasar kamu rasa rugi apa rugi kamu buat kamu derita sangatttt yaelah emang gin chanelnya aku hibur kata kotor if you dislike what he doing just dont look it dumbass kalau erti cari dah google translete wahai orang mantab,1
2185,gin buat benci erickolim kalau komentar pikir dulu bajing,1
2186,gin dong video tiap hari biar coli lancar jaya,1
2187,gin kalau emak hamil entod alhasil kepala jedot kontol l,1
2188,give away dongkamumah banyak duit kagak pernag give away,1
2189,give donk bngst oii erick,1
2190,give me pink guy,1
2191,ada subscribe ada langgan,1
2192,jelas semua benci luu erik emang kent ot wkwkwkwk,1
2193,maksa minta like sama subscribe kocak ente,-1
2194,skip iklan anjay,1
2195,tau knp aku sllu like apa ygkamuupload meski unfaedah hibur,1
2196,tu aku subsciber,1
2197,usah peduliin benci bg,1
2198,usah pikirin hatersnya bang yg penting buat video ampe kiamat,1
2199,gmana g banyak benci luny toxic,1
2200,gmna yha kontol mau komentar apa aku b ngs t,1
2201,go away f cking benci,1
2202,go get them boyyyy,1
2203,go go go go subscribe juta subscriber tahun inil,1
2204,goblk erik cara cadi youtube ikan tips ajing,1
2205,goblok banget haters udah tau benci malah comment kak ericko dapet duit lah goblok kata siapa fans subscriber ericko beli aku beli aku suka sama chanel ericko lim semangat buat kak ericko,1
2206,goblok,-1
2207,goblok auto unsubcribe,-1
2208,goblok kamu,-1
2209,goblok kamu anjing delete channel kamu buat video lucu,-1
2210,goblok kamu kira org ericko lim gampanng apa dapet subscribe apa kamu yg iri,-1
2211,goblok pelihara,-1
2212,goblokkamubang ngapainkamunge youtube guna tau motivasi nihng tuju like and comment,-1
2213,goblok lucu aink nonton hahahhaha,-1
2214,goblok mana op kiamtanya,-1
2215,goblok murni hasil beri tuhan,-1
2216,goblok ngeue sono,-1
2217,goblok nihh yg ngehatrskamubocah smua bang gosa dengerin bocah kecil bau ketek gitu bang haha,-1
2218,goblokk bngsat,1
2219,goblok murni beri tuhan,1
2220,goblol goblok ank haram kamu anjing,-1
2221,goblom,1
2222,god of adsense,1
2223,goddem,1
2224,gokil wkwk,1
2225,gokill bat banggg,1
2226,golok,1
2227,good,1
2228,good komentar,1
2229,good erick,1
2230,good ericklim bukan manusia udah kaya cat nipon paint tahan ujan badai kamu salah buli erickolim wkwkwkwk erickolim,1
2231,good job erick,1
2232,good luck have fun glhf bro,1
2233,good morning,1
2234,good erick subscriberkamudari dlu wkwk,1
2235,gooooo gemar,1
2236,gore,1
2237,goublok,1
2238,gpp bang lupain benci aj liat subscriberkamuudh brp,1
2239,gpp bang yg pnting jangan sampe bawa ras suku agama takut yg ingin,1
2240,gpp bege skuy living,1
2241,gpp benci banyak yg penting adsends,1
2242,gpp linu penting ena ena sekarang malem jumat,1
2243,gpp rick benci banyak aku supportkamusoapking,1
2244,grd president,1
2245,greget njir,1
2246,greywolf juta,1
2247,greywolf subscribe juta om,1
2248,gteng tato kurang,1
2249,aku tampan kamu khentot,1
2250,anak ericko limm sayang erickolim bakal bunuh benci haterskamuoy,1
2251,baca komment,1
2252,bakal jdi gemar sejati,1
2253,bakal subscribe chanel loooo,1
2254,bangga bang walaupunkamungurusin youtube rewind tetep upload video,-1
2255,baru sadar gemar guna sabun hahahahahahahah coli terus sampe selesai,1
2256,bain sini eriko lim tampan,1
2257,big fans subscriber paling menghargaikamukak ericko lim semangat terus buat video karya serah apa kata benci,1
2258,bingung ama benci kamu bang suka tetap nontonk banyak benci ppa bukti satu smp saya tau kamu semua kamu bang apa yg man jemb ut,1
2259,bingung channel banyak subcriber sedikit,1
2260,bukan fans looo bang wkwk cuma ikut nonton,1
2261,bukan benci cuman netizen pikir anak kecil yg nonton tod,1
2262,comment gitu dah biar masuk konten ericko lim,1
2263,cuma ngetes tau emang tulis asli channel tapi saya pen liat apa ada haters ny bang erick sini yg koment,1
2264,cuma nikmat,1
2265,cyka carakamutoxic,1
2266,dah subkamudari videokonyol kostum pinkkamuanjeng,1
2267,di belakang kok bang erick,1
2268,dukung kamu bang,1
2269,dukung kamu bang w liat bukan yg kamu lakuin konten kamu makna ambil apa kamu lakuin konten,1
2270,dukung kamu lim,1
2271,dukungkamubang sanss aj benci bangsd,1
2272,dukungkamubro,1
2273,dukung luh erick terus karya yg,1
2274,emanggg cinta erickoo limmm jangan pernah yang hina hinaa bangggggsattttttt,-1
2275,erick teladan rasa bodo apa lakuin meski buat malu diri sendiri padahal semua ngejudge seperti erick,1
2276,fans banget kau bang sumpah subscribekamupas ribu subscriber kapan adakan giveaway bang,1
2277,tidak nyangka klokamumengundang si botol yt rewind ric,1
2278,tidak peduli benci kok buat lagu,-1
2279,tidak habis pikir sama benci kek org stress cupu dungu idiot yg cmn kata dumay pada knyataan merka org terbully sisih yg butuh teman perhati,-1
2280,harap punya benci,1
2281,harap kalau anak kamu lahir lanjutin channelllu turun nonton luar biasa semua konten channel naispipel,1
2282,harap si viewers kamu baca masuk si erick wakil mulut kamu bagi subscriber kamu,1
2283,benci,1
2284,heran ma benci kerja ngebacotin orang mendingkamuhaters kerja bngsad biar lebih faedah,1
2285,hibur liat bang erick toxic,1
2286,hibur sama semua konten kamu erick tq,1
2287,inget wkt dlukamumasih gar na wkt subscribe puluan ribu waktu live banned citer tattokamuga banyak sekarang but its,1
2288,janji subscribe channel usah like like soal bayar subscribe gratis,1
2289,kangen intro alan suryajana,1
2290,kemarin sunat terus pake gunting kuku ooooooohhh sunatmah udah biasa sunat pake gunting kuku yg greget,1
2291,ken ngobrol sama kamu bang banyak yg mau tan,1
2292,kga skip iklanya mnt,1
2293,kirakamubakal pink guy hahaha wk fuck,1
2294,kira uya kuya,1
2295,kirain intro kiamat,1
2296,konten kamu sangat faedah faedah org gila anjing ngntd,-1
2297,konten sedikit gunaa se engganya buat tertawaa bro karya orang mah beda kellez lebih baik konyol lucu pd so jaim diem cepiritkwkwwkwk,1
2298,liat video sambil coli,1
2299,liat videokamuada iklan menit tonton selesai,1
2300,liat video coli,1
2301,liat videoericko lim,1
2302,like kamu bang,1
2303,malah hibur sama bang erickkk,1
2304,mau hate kamu lah,1
2305,mau masuk yutub anjing kamu,1
2306,mau ngehatekamuah video biar dibacain secmen reading benci komentar ikut whahahaha,1
2307,milih kamu yakin kamu ama luar video beda,1
2308,minum kopi terus usah gula ganti micin,1
2309,minum kopi terus usah gula ganti micin,1
2310,neng bully kamu kamu sabar wkwk,1
2311,ngefans banget ama bang erickolim kata buat motivasi,1
2312,ngeliat videobang erik saya lucu dah kga pikir ken ngatain apa segala macem asik ngeliat orang kocak lanjut bang erikolim,1
2313,ngiluuu nonton,1
2314,nnton video kamu mau tertawa bang kayak lgi nonton stand up comedy ads negatif dikit,1
2315,nonton chanel satu keluarga chanel chanel didik keluarga,1
2316,nonton ni chanel kalau lg ken cari hibur ken ketawa ketawa ilangin stress kalau mau ajar chanel bijak tonton,1
2317,nonton subscribe,1
2318,nontonin biar kamu dapet duit buat urus youtube rewind yak bang pokok buat yg benar semangat buat bang erik teammmmmm yoyoyo,1
2319,orang muslim udah subscribe erick dadi jaman live streaming kantor garena tau erick buat content cuman buat just for fun,1
2320,orng indo saya cuma liat judul doang,1
2321,pantekinkamunanti,1
2322,peduli benci buat lagu,1
2323,ken masuk read benci commentkamutod,1
2324,punya adek tahun bilang guru pernah bilang kalau bisa baik jangan rusak bayangin umur tau yg masakamuudah tua beri contoh yg baik dankamupasti tau klw sekarang anak mudah udah hancur banyak konten kykkamugini patutnyakamumenjadi contoh subscriberskamusetidaknyakamutidak nambah rusak generasi sekarang,-1
2325,rindu anjinkkk intro jess,1
2326,sama erick,1
2327,sangat hibur goblok kamu bang pas makan biskuit regal sama susu hahahahaha terus karya nnel gin goblok,-1
2328,saran kali buat tutorial coli betul bang,1
2329,sayang kamu bang soapkingaga ngmng jorok ajggg,1
2330,se sama si ericko,1
2331,bagai gemar bnr bnr ngefans selesai sama ni org walopun slengean seperti kontol yaa balik saya liat pribadi yg baik ntap maju terus kontoru,-1
2332,sekarangg kurang neng ama ni chanel dulu subscribe gara gara banyak konten wibu sekarang dah jarang saya unsub dulu,1
2333,selalu dukung kamu bang,1
2334,selalu support kamu lim kenal nama ivan novikov gedung putih,1
2335,selalu supportkamubang salam n setia drama korea sok benar sok paling pintar padahal karya mah ada hha fakkk,1
2336,senengngankamupas jaman main pb lim,1
2337,tuju sama apa elu bilang videoini,1
2338,tuju samakamulim kapan buat video makan tai biar buming,-1
2339,si ambil lucu di channel mah semangat erick tod,1
2340,si suka baca komment video kamu bang banyak satwa binatang jenis jenis kelamin ama sakit baru kelamin mem q ngilu,1
2341,sihh enjoy enjoy aj buat ketawa,1
2342,skipp iklanya masa tiktok,1
2343,slalu dukungkamueriko teladan,1
2344,soaper sejati men,1
2345,gemar,1
2346,gemar bngsat,1
2347,gemar njing,1
2348,gemar sampe ig namain gemar plus foto profil wa saya ericko lim,1
2349,gemar sejati,1
2350,soapres kontol bacotkamubangsat benci ppqkamugak berkaryakamugak guna coba colab sama lucinta luna booom,-1
2351,stiap nonton vidiokamuselalu pke hendset jink soal bacotlu banyak,1
2352,subscribe kamu bqng,1
2353,subscribe lho tertawa lihat konten kamu semangat terus ericko lim hahaha,1
2354,subscribe paksa k,1
2355,subscriber setia njing buat bilang erick punya subscribe bain masih bain njing,1
2356,subscriber yeah nak haram,1
2357,suka anjing yg unfaedah gin,-1
