stemmed,sentiment,labeling,filtered,cekTF-IDF
hanters kaleng kaleng,1,tidak kasar,,tidak ada
benci buta ato baca angka g tk ajakamugblk baca angka like dislike g becus,-1,kasar,buta,ada
joji indo bangsat,1,kasar,bangsat,ada
chanel didik no,1,tidak kasar,,tidak ada
channel didik,1,tidak kasar,,tidak ada
komentar,1,tidak kasar,,tidak ada
nama disstrack haters atta geledekoutube rewand yg bikintd,1,tidak kasar,,tidak ada
um arap fak citra,1,tidak kasar,,tidak ada
yg tunggu erick tengkyu ud dengar request anjing,-1,kasar,tunggu anjing,ada
opening yg tunggu wkwkw,-1,kasar,tunggu,ada
otong cm,1,tidak kasar,,tidak ada
soapking im king bitch,1,tidak kasar,,tidak ada
ngebuat subcribekamurikk wkwkkw sarkas to dna i love that enar,1,tidak kasar,,tidak ada
yg suka soapking toxic parah ttp suka homo be the king for gemar ntoll benci poin gan jess no limit subscribe channel,-1,kasar,homo,ada
yg demen videoini toxicnya,1,tidak kasar,,tidak ada
youtube bebas mah orang karya baek mah dengar radio,1,tidak kasar,,tidak ada
eriko benci is money baper ank haram,1,tidak kasar,,tidak ada
inman jaju stream oke,1,tidak kasar,,tidak ada
inman strean q,1,tidak kasar,,tidak ada
inspirator,1,tidak kasar,,tidak ada
inti video,1,tidak kasar,,tidak ada
inti,1,tidak kasar,,tidak ada
inti gin collab yok rewind youtube,1,tidak kasar,,tidak ada
intinyakamutetap semangat videobg,1,tidak kasar,,tidak ada
inti jokowi,1,tidak kasar,,tidak ada
intro,1,tidak kasar,,tidak ada
intro asu,1,tidak kasar,,tidak ada
intro bedes logat indo,1,tidak kasar,,tidak ada
intro botak telollo lololet telolet tolet,1,tidak kasar,,tidak ada
intro bru,1,tidak kasar,,tidak ada
intro campur,1,tidak kasar,,tidak ada
intro comeback,1,tidak kasar,,tidak ada
intro dewa is comeback,1,tidak kasar,,tidak ada
intro dora rick,1,tidak kasar,,tidak ada
intro dora geh erick,1,tidak kasar,,tidak ada
intro dora kesan,1,tidak kasar,,tidak ada
intro dora woy anjing,1,kasar,anjing,ada
intro ericko lim no limit pros is backkkk,1,tidak kasar,,tidak ada
intro erico lim no limit pros kepake kirain buang,1,tidak kasar,,tidak ada
intro family friendly wkwk,1,tidak kasar,,tidak ada
intro for erickolim,1,tidak kasar,,tidak ada
intro gratis bngst hahahha,1,tidak kasar,,tidak ada
intro gud ea,1,tidak kasar,,tidak ada
intro ajaaa konsisten terooos,1,tidak kasar,,tidak ada
intro intro youtuber senglek njirah gay hjomo ghiasdogojofhen e subsvribede a and assunsubscribe ahhahahahhahahasdjasixqw asshoel fkasking you be tch semogakamusadar sih mememks ngilu ah asdijqwixqwozqoa ogw gaje ashjhfxkwqiuxisaiwis help me pslaesae me gay omgomgomgomoasda,-1,kasar,gay gay,ada
intro is back boy,1,tidak kasar,,tidak ada
intro is back bro,1,tidak kasar,,tidak ada
intro wkwkwk,1,tidak kasar,,tidak ada
intro jadul kembaliii,1,tidak kasar,,tidak ada
intro japanese v,1,tidak kasar,,tidak ada
intro jess no limit versi erickolim is back,1,tidak kasar,,tidak ada
intro jess no lomot edisi anti skip skip iklan,1,tidak kasar,,tidak ada
intro jess wkwk,1,tidak kasar,,tidak ada
intro,1,tidak kasar,,tidak ada
intro come back,1,tidak kasar,,tidak ada
intro dipake vg,1,tidak kasar,,tidak ada
intro legeds is motherfucking back,1,tidak kasar,,tidak ada
intro legend,1,tidak kasar,,tidak ada
intro legend back,1,tidak kasar,,tidak ada
intro legend,1,tidak kasar,,tidak ada
intro legend bang,1,tidak kasar,,tidak ada
intro legend boy,1,tidak kasar,,tidak ada
intro legend comeback,1,tidak kasar,,tidak ada
intro legend dah asyaaaap,1,tidak kasar,,tidak ada
intro legend is back,1,tidak kasar,,tidak ada
intro legend is back bitches,1,tidak kasar,,tidak ada
intro legend is backk,1,tidak kasar,,tidak ada
intro legend is backkk,1,tidak kasar,,tidak ada
intro legend is comeback uoooo,1,tidak kasar,,tidak ada
intro legend kamvret,1,tidak kasar,,tidak ada
intro legend,1,tidak kasar,,tidak ada
intro legend,1,tidak kasar,,tidak ada
intro legend wkwkwk wik wik wik wik wik wik oh oh oh oh oh,1,tidak kasar,,tidak ada
intro legend,1,tidak kasar,,tidak ada
intro legend kembaliiii,1,tidak kasar,,tidak ada
intro legend mtfker has back again,1,tidak kasar,,tidak ada
intro legend muantapuuuh,1,tidak kasar,,tidak ada
intro legend ny bang,1,tidak kasar,,tidak ada
intro legend ontent ngomongnya jaga dongkamuudah gedekamusekolah slb,1,tidak kasar,,tidak ada
intro legend pasang,1,tidak kasar,,tidak ada
intro legend main hebat kontol,-1,kasar,kontol,ada
intro legend,1,tidak kasar,,tidak ada
intro legend yg tunggu jaman purba dateng,-1,kasar,tunggu,ada
intro legends,1,tidak kasar,,tidak ada
intro legends back,1,tidak kasar,,tidak ada
intro legends is back anjing anjing,1,kasar,anjing anjing,ada
intro legends is back,1,tidak kasar,,tidak ada
intro legends,1,tidak kasar,,tidak ada
intro legendsss,1,tidak kasar,,tidak ada
intro lejen,1,tidak kasar,,tidak ada
intro lejen is bek,1,tidak kasar,,tidak ada
intro lejen v,1,tidak kasar,,tidak ada
intro mantul bowo no limit pros,1,tidak kasar,,tidak ada
intro maq pro ea,1,tidak kasar,,tidak ada
intro back bangsad,1,tidak kasar,,tidak ada
intro bkn yg meteor,1,tidak kasar,,tidak ada
intro semangat,1,tidak kasar,,tidak ada
intro foto launtius rando,1,tidak kasar,,tidak ada
intro gg,1,tidak kasar,,tidak ada
intro ggwp,1,tidak kasar,,tidak ada
intro jess no limit,1,tidak kasar,,tidak ada
intro,1,tidak kasar,,tidak ada
intro yg dora,1,tidak kasar,,tidak ada
intro old ajg,1,tidak kasar,,tidak ada
intro faedah lupa give me diamond ml wkwkkwk,1,tidak kasar,,tidak ada
intro kere seduniaaaa,1,tidak kasar,,tidak ada
intro lengend jess no edit,1,tidak kasar,,tidak ada
intro pro comeback,1,tidak kasar,,tidak ada
intro real legends,1,tidak kasar,,tidak ada
intro si botak,1,tidak kasar,,tidak ada
intro ter greget nonton youtube,1,tidak kasar,,tidak ada
intro ter lejen haha,1,tidak kasar,,tidak ada
intro ter top,1,tidak kasar,,tidak ada
intro terbedes,1,tidak kasar,,tidak ada
intro terlegend is back,1,tidak kasar,,tidak ada
intro terlegend is backr nata moga manfaat,1,tidak kasar,,tidak ada
intro termantoel,1,tidak kasar,,tidak ada
intro terunfaedah,1,tidak kasar,,tidak ada
intro tumpo tumpo,1,tidak kasar,,tidak ada
intro wkwkwk,1,tidak kasar,,tidak ada
intro gg,1,tidak kasar,,tidak ada
intro mewah awokawokawok,1,tidak kasar,,tidak ada
intro rindukann,1,tidak kasar,,tidak ada
intro yg nanto,1,tidak kasar,,tidak ada
intro yg rindu budak gemar,1,tidak kasar,,tidak ada
intro yg tunggu,-1,kasar,tunggu,ada
intro yg tunggu tunggu,-1,kasar,tunggu tunggu,ada
intro yg tunggu bangsat,-1,kasar,tunggu bangsat,ada
intro yg dirinduin wkwk,1,tidak kasar,,tidak ada
intro yg perut dng tampang,1,tidak kasar,,tidak ada
intro yg sngt epic,1,tidak kasar,,tidak ada
intro yg,1,tidak kasar,,tidak ada
intro akmj,1,tidak kasar,,tidak ada
intro anjingngakak asw,1,tidak kasar,,tidak ada
intro semangat,1,tidak kasar,,tidak ada
intronyakerendong,1,tidak kasar,,tidak ada
intro is back erickonolimitsgamingpros,1,tidak kasar,,tidak ada
intro jess tercury ajg,1,tidak kasar,,tidak ada
intro woy,1,tidak kasar,,tidak ada
intro nahan ngehe,1,tidak kasar,,tidak ada
intro sedep dahhh,1,tidak kasar,,tidak ada
intro tumben bang,-1,kasar,tumben,ada
intronyaa legenddd,1,tidak kasar,,tidak ada
intronyaa tertawa hahah,1,tidak kasar,,tidak ada
intronyaimana fans situ juha selubung benci orang sirik jhahaha rangin toxic kontol,-1,kasar,kontol,ada
introo yg tunggu get jir,-1,kasar,tunggu,ada
introoo,1,tidak kasar,,tidak ada
introoo gaming,1,tidak kasar,,tidak ada
io tau,1,tidak kasar,,tidak ada
iq,1,tidak kasar,,tidak ada
iqbal gd lucu le,1,tidak kasar,,tidak ada
iqbal gd ribut cok,1,tidak kasar,,tidak ada
iri smua orang yg haterskamubang,1,tidak kasar,,tidak ada
iri tanda,1,tidak kasar,,tidak ada
is back,1,tidak kasar,,tidak ada
is back toxic ericko lim wkwkwk,1,tidak kasar,,tidak ada
is the best bang,1,tidak kasar,,tidak ada
is the best bang hadapin benci,1,tidak kasar,,tidak ada
is the best ni konten sumpahh mutiara wkwk,1,tidak kasar,,tidak ada
isap tetek erick hahaha,1,tidak kasar,,tidak ada
isis islam teroris,1,tidak kasar,,tidak ada
islam know indonesia cumsn islam ktp doang,1,tidak kasar,,tidak ada
istri ocong cina toxic,1,tidak kasar,,tidak ada
it s flithy rick mother fucker,1,tidak kasar,,tidak ada
itanya pros,1,tidak kasar,,tidak ada
benci kn otak santai lu,1,tidak kasar,,tidak ada
,1,tidak kasar,,tidak ada
foto,1,tidak kasar,,tidak ada
intro dengar channel urcrazy,-1,tidak kasar,,tidak ada
intro detik menit ganti teross,1,tidak kasar,,tidak ada
knpa qorygore bngst,1,tidak kasar,,tidak ada
komentar rapstronout,1,tidak kasar,,tidak ada
promosi intro utama,1,tidak kasar,,tidak ada
sengaja plesetin coba ngertiin,1,tidak kasar,,tidak ada
kasih tau,1,tidak kasar,,tidak ada
andi fajar alam bom ngehate ajar nulis cok wkakaka asle benci heaters beda cok wkakakakak,1,tidak kasar,,tidak ada
intro bang jess dijadiin canda,1,tidak kasar,,tidak ada
lucu benci erick benci cinta,-1,tidak kasar,,tidak ada
iya,1,tidak kasar,,tidak ada
iya,1,tidak kasar,,tidak ada
iya tampan banget eue eue,1,tidak kasar,,tidak ada
iya yg otak,1,tidak kasar,,tidak ada
iyakamuganteng banget,1,tidak kasar,,tidak ada
iya lebay orang vidiokamuyang jijik tonton ginian nonton by the way tunggu skandal ody,1,kasar,tunggu,ada
iya sayangg luu tampan batt uwee p,1,tidak kasar,,tidak ada
iye bang tampan jomblo,1,tidak kasar,,tidak ada
iye uya kuya,1,tidak kasar,,tidak ada
iyee subscribe bang,1,tidak kasar,,tidak ada
j,1,tidak kasar,,tidak ada
duit komentar hahah,1,tidak kasar,,tidak ada
fans haters tunda,1,tidak kasar,,tidak ada
gin internet liat paslu ambil positif buang negative,1,tidak kasar,,tidak ada
gin pro benci,1,tidak kasar,,tidak ada
gin subscribe channel youtube cuk faedah,1,tidak kasar,,tidak ada
gin tau m m k,1,tidak kasar,,tidak ada
gin channel tonton,1,tidak kasar,,tidak ada
gin y ni film kagak erti sumpah,1,tidak kasar,,tidak ada
gin,1,tidak kasar,,tidak ada
gin tau vagina,-1,tidak kasar,,tidak ada
gin bang erick emang kontol konten emang sampah shitcontent ya suka bangsaaat suka bangsaaat so klean ladies folow instagram padheli oke sekian thx,-1,kasar,kontol sampah,ada
gin bangkamukan nyuruh subscribe channelkamuteruskamuitung sampe gitu la telat itungan tod,1,tidak kasar,,tidak ada
gin gan suka laku si anak kontol aka erick kemarin gbk andddd satpam nanya halo selamat siang acara yutuprewind yak ohh iya bro dah selesai bro acara lelah gbk acara ytrwn selesai janji rick ketemu luh nampar luh kenceng tenanga salam kenal bro erick ramadan see you motherfucker,-1,kasar,kontol,ada
benci ah biar masuk youcube by the way dick rick,1,tidak kasar,,tidak ada
benci sadis tatap tatap sinis yeah,1,tidak kasar,,tidak ada
hatersnya erick makasih akkwkwkwowk,1,tidak kasar,,tidak ada
hibur,1,tidak kasar,,tidak ada
inti benci duit,1,tidak kasar,,tidak ada
tobat benci tambat,1,tidak kasar,,tidak ada
masuk benci fans doain ericko dapet duit,1,tidak kasar,,tidak ada
keinget ama video manfaat yakult by erickolim,1,tidak kasar,,tidak ada
netijen smart erik gitu coba yg ngikutin erik gitu hibur menkamusmart gantung yg nonton massa org liat eric melet melet yg nonton melet melet smart netijen liat mo ericolim melet mo ngapain ketawa tau erik kontent untung hibur didik didik sekolah sono pas pulang sekolah less gausah pegang hp gausah liat yt nama didik,1,tidak kasar,,tidak ada
uanggggggggg hahahahahahha,1,tidak kasar,,tidak ada
youtuber gaharus ngehina pepek,1,tidak kasar,,tidak ada
muritmu guruuuh,1,tidak kasar,,tidak ada
pupuk brokamumakin subur rikkkk,1,tidak kasar,,tidak ada
jahat bang yg milih tinggal rumah kang sule yutub contoh kembar iky uda kenal jd nyanyi elu sok sok hidup mandiri ninggalin keluarga yutub fak yu,1,tidak kasar,,tidak ada
jahat komennya,1,tidak kasar,,tidak ada
jalan belanda beli kerupuk,1,tidak kasar,,tidak ada
jalanin bang abai benci benci bang arti iri elu bang,1,tidak kasar,,tidak ada
jam intro,1,tidak kasar,,tidak ada
jamin tu benci nonton video ni bayak views abang icko masuk trending,1,tidak kasar,,tidak ada
jan dengerin haters bang erick cuman cari sensasi,1,tidak kasar,,tidak ada
jan serah erick juang hibur yee,1,tidak kasar,,tidak ada
jan ngurusin hidup orang bro,1,tidak kasar,,tidak ada
jan peduliin benci erick emng benci isi otak bocah smua emng kontenkamuitu didik klakuankamuyng kayak gitu smua hibur,-1,tidak kasar,,tidak ada
jancok,1,tidak kasar,,tidak ada
baca,1,tidak kasar,,tidak ada
bahas sara,1,tidak kasar,,tidak ada
bawa bawa qorygore lim plis,1,tidak kasar,,tidak ada
biarin orang ngejar mimpilu mimpi usaha,1,tidak kasar,,tidak ada
dengerin bang komentar benci karya toxic ttp youtuber favorite janji juta subscribe botak lowbudget kamera nokia orang kaya gitu anggap salam,1,tidak kasar,,tidak ada
dengerin benci bang karya,1,tidak kasar,,tidak ada
dengerin heaters pikirin kerja keras usaha mimpi mata,1,tidak kasar,,tidak ada
masukin hati benci tod,1,tidak kasar,,tidak ada
hapus channelny indo chanel yg didik coeg,1,tidak kasar,,tidak ada
hirau benci bang,1,tidak kasar,,tidak ada
dipeduliin bg,1,tidak kasar,,tidak ada
hapus channelny indo chanel yg didik coeg,1,tidak kasar,,tidak ada
hina erick fans katakatai erick,-1,kasar,hina,ada
hirau benci ajg,1,tidak kasar,,tidak ada
khawatir bang iklan channel gwe skip support bang karya ba,1,tidak kasar,,tidak ada
khawatir lim salah hatterkamusupayakamubisa maju,1,tidak kasar,,tidak ada
lihat orang video lihat ericko lim amal sholeh,1,tidak kasar,,tidak ada
lupa coli,1,tidak kasar,,tidak ada
lupa follow instagram pan jrx gapake,1,tidak kasar,,tidak ada
lupa mampir my channel,1,tidak kasar,,tidak ada
lupa tekan tombol like x,1,tidak kasar,,tidak ada
makan omong orang bang tetep karya bang konteng toxic situ ketawa tertawa kesel buka channel langsung ketawa tertawa gara toxic bang,1,tidak kasar,,tidak ada
nilai buku sampul,1,tidak kasar,,tidak ada
mudah serah bang,1,tidak kasar,,tidak ada
nilai buku sampul,1,tidak kasar,,tidak ada
nilai orang covernya cuyy,1,tidak kasar,,tidak ada
nilai orang tampil,1,tidak kasar,,tidak ada
nyerah bang kene ndukung koe majukno channel iki su salam asu,1,tidak kasar,,tidak ada
peduli haterr,1,tidak kasar,,tidak ada
harap org yg kapasitas didik by cok muslim ssungguhnya y cma kapasitas,1,tidak kasar,,tidak ada
jelek rena yg ngebullykamuitu ciri khaskamuklwkamuberubahkamubukan ericko p,1,tidak kasar,,tidak ada
skip iklan boejankk,1,tidak kasar,,tidak ada
skip video awkakwkawkak nonton tau,1,tidak kasar,,tidak ada
takut bang gemar yg dukung,1,tidak kasar,,tidak ada
takut hina erick hahahah,-1,kasar,hina,ada
tanggepin benci video benci ditanggepin video benci someone said,-1,tidak kasar,,tidak ada
tolol lahkamusemua bocah gblkkamucomment ngatur ericko hakkamuapa plerkamuitu situ tuhan ajg yg makan jembud yg ngerasain bukankamutaik yg ken melet nganggu hidupkamutolong tolol jan pelihara mendingankamumelihara ayam dikit tololkamubilang tolol buatkamuapa njing ngaruh ama hidupkamukankamubilang negarakamubuta kmrn asi games indonesia,-1,kasar,tolol jembud tolol tolol,ada
utus teroris isis men takedown chanel agama family friendly dunia is this konspirasi iluminati,1,tidak kasar,,tidak ada
jangn urusin semangat bang,1,tidak kasar,,tidak ada
janji botak goblokkkk,1,tidak kasar,,tidak ada
janji botak udah tepatin lom shi,1,tidak kasar,,tidak ada
janji rickk botakk botak nunggu channel nunggu botak ilang,1,tidak kasar,,tidak ada
janjikamumana ajg juta subscribe botak,1,tidak kasar,,tidak ada
janjikamumana rickk botakk botak nunggu channelkamununggukamubotak ilang ya,1,tidak kasar,,tidak ada
java cheater serius brooo akun fake kali g,1,tidak kasar,,tidak ada
so simple mantab heaters mutiara coy,1,tidak kasar,,tidak ada
motivator,1,tidak kasar,,tidak ada
jdi hrs jdi soper benci biar hwhwhwoowowowoehwhwhhw,1,tidak kasar,,tidak ada
jdi pinkguy lgi ngapa,1,tidak kasar,,tidak ada
jdi youtubeer mudah cok benci nda ad otak bapakkau tanding bola gocek tonton,1,tidak kasar,,tidak ada
jebut anjing yg tetep gemar,1,kasar,anjing,ada
jefri junaidi liat tampan kagak ericko tampan juta subscribe emang kaya jefri subscribe,1,tidak kasar,,tidak ada
jendral ff kyak bngsd,1,tidak kasar,,tidak ada
jeprut,1,tidak kasar,,tidak ada
jes no mimin goblok,-1,kasar,goblok,ada
jessnolimit,1,tidak kasar,,tidak ada
jesswithlimit pedo,1,tidak kasar,,tidak ada
nama isis bang lacak tau lu,1,tidak kasar,,tidak ada
hapus chanel bang,1,tidak kasar,,tidak ada
lupa subscribe ade enriko lim gaesss cennel ade yg n,1,tidak kasar,,tidak ada
pikirin bang erick haters,1,tidak kasar,,tidak ada
jhoe ntn pasto ah kentot gilerickolim,1,tidak kasar,,tidak ada
jhoe ntn kirim wa lu,1,tidak kasar,,tidak ada
jhoe ntn u udah kentot gilerickolim,1,tidak kasar,,tidak ada
jijik,1,tidak kasar,,tidak ada
jijik anja sok seksi banget becanda balcore deathcore gaming unfaedah monggoh subscribe gan,1,tidak kasar,,tidak ada
jijik liat muka moga masuk neraka hell for you jink,1,tidak kasar,,tidak ada
jijik how to chanel how to basic subscribe darikamumemang darikamusubs k dlukamuudh hibur gila inget tu waktukamubikin videomake baju filthy frank yabg sus ngomong kentot wkw coba laah udah juta wkwk k an dikit yg hateklo kenal cocok pergi simpel,-1,kasar,gila,ada
jijik nonton video didik unsuscrober,1,tidak kasar,,tidak ada
jijik tol l,1,tidak kasar,,tidak ada
jir tertawa,1,tidak kasar,,tidak ada
joke vulgar garing channel kontol l unsubscribed i quit bye,1,kasar,kontol,ada
jomblo,1,tidak kasar,,tidak ada
jones,1,tidak kasar,,tidak ada
jsjsjssnsjallajajqhwhakshs,1,tidak kasar,,tidak ada
juta isep pentil gaz rick wkwkwk,1,tidak kasar,,tidak ada
juta subscribe botax kin jembt,1,tidak kasar,,tidak ada
juta subscribe hapus chanel erick,1,tidak kasar,,tidak ada
juta subscribe amin,1,tidak kasar,,tidak ada
juta subscribe gada yg bain kwkwkwkw,1,tidak kasar,,tidak ada
juta subscribe kuat,1,tidak kasar,,tidak ada
juta subsciber botak,1,tidak kasar,,tidak ada
juta subscreb,1,tidak kasar,,tidak ada
juta subscribe botak botakk woooiiiii tytyd,1,tidak kasar,,tidak ada
juta subscribe botak mne vidionya udah hapus,1,tidak kasar,,tidak ada
juta subscribe gelud kuy,1,tidak kasar,,tidak ada
juta subscribe hapus chanel erick,1,tidak kasar,,tidak ada
juta subscribe live ngntd,1,tidak kasar,,tidak ada
juta subscribe live streaming coli,1,tidak kasar,,tidak ada
juta subscribe livestream coli tujuh like bro,1,tidak kasar,,tidak ada
juta subscribe reveal otong,1,tidak kasar,,tidak ada
juta subscribe tangangannya botak rick,1,tidak kasar,,tidak ada
jual iba bang,1,tidak kasar,,tidak ada
tekstidaktersedia,1,tidak kasar,,tidak ada
jugaujur sunat,1,tidak kasar,,tidak ada
jujur,1,tidak kasar,,tidak ada
jujur erico lim panutanqu orang toxic suka orang marah cewe dah ku ajak kentot elu biar anak ultra toxic bayangin keluarga toxic hidup rumah,1,tidak kasar,,tidak ada
jujur trmsk benci bang erick,1,tidak kasar,,tidak ada
jujur chanel hilang stresss,1,tidak kasar,,tidak ada
jujur hibur bang ericko lim bicara kasar,1,tidak kasar,,tidak ada
jujur males lihat muka rick njiirr,1,tidak kasar,,tidak ada
jujur tertawa pas menit,1,tidak kasar,,tidak ada
jujur orang pantang nyerah si reza rewind tetep prinsip,1,tidak kasar,,tidak ada
jujur ni chanel hibur bosan,1,tidak kasar,,tidak ada
jujur si kalih liat video luh fb disituh ketawa asik dengar elu yg takut chanel elu tolak google by the way google hapus chanel elu,1,tidak kasar,,tidak ada
julie bodo,1,tidak kasar,,tidak ada
junzzy haha kena bait lo,1,tidak kasar,,tidak ada
junzzy haters detected,1,tidak kasar,,tidak ada
junzzy males,1,tidak kasar,,tidak ada
just for money,1,tidak kasar,,tidak ada
gara toxic tertawa bang toxic sampe king of the toxic,1,tidak kasar,,tidak ada
