,stemmed,sentiment,labeling
3897,kontol subscribe maksa ajg,1,kasar
3898,kontol subscribe maksa ajg,1,kasar
3899,kontol,1,kasar
3900,konten love benci biar seru wkwk,1,tidak kasar
3901,erick tampan sumpah react video,1,tidak kasar
3902,erickolm like pls,1,tidak kasar
3903,fun ngeliat erick ngerasa erick serah suka tonton jelek goblok ya sasar pasar,-1,kasar
3904,tertawa,1,tidak kasar
3905,yah erik,1,tidak kasar
3906,ngegas hak dsni,1,tidak kasar
3907,tombol subscribe w warna biru,1,tidak kasar
3908,kocak,1,tidak kasar
3909,kocak ajg edit yg anu mermaidman spongebob kaowkaowk,1,tidak kasar
3910,kocak anjaay langsung subscribe wkwkw hajar kon wkwkw,1,tidak kasar
3911,kocak sih sayang,1,tidak kasar
3912,kocak gvlk,1,tidak kasar
3913,kocak hahahaha banget,1,tidak kasar
3914,kocak intro njirrr neng,1,tidak kasar
3915,kocak bang erick,1,tidak kasar
3916,kocak njir,1,tidak kasar
3917,kocak udah tau yg subscribe eric bocahhhh,1,tidak kasar
3918,kocak wkwkwkwk,1,tidak kasar
3919,kodok axoiz dmna,1,tidak kasar
3920,presiden,1,tidak kasar
3921,tertawa liat reactionnyaa erickongun makan bait,1,tidak kasar
3922,bang hibur,1,tidak kasar
3923,k verified kali liat hmmm,1,tidak kasar
3924,ngomongnya udah qorygore conten gemar,1,tidak kasar
3925,d ruang kerjakamubau vagina,-1,tidak kasar
3926,iklan,1,tidak kasar
3927,komentar,1,tidak kasar
3928,gaya kaya atta wkwk,1,tidak kasar
3929,geli,1,tidak kasar
3930,tertawa yak hate yg komentar jelast aslikamudi kamera,1,tidak kasar
3931,hibur hahahahaha,1,tidak kasar
3932,tertawa gitu by the way tuju bang benci duit,1,tidak kasar
3933,hilang yg komentar dibacain video lho kmn hilang,1,tidak kasar
3934,tertawa,1,tidak kasar
3935,gajel penuh motivasi,1,tidak kasar
3936,kasar kontel,1,tidak kasar
3937,lucu,1,tidak kasar
3938,konten erpantat,1,tidak kasar
3939,skinnyfabs haters fans yg tunda,1,tidak kasar
3940,mukakamujadi putih gblok,1,tidak kasar
3941,muka cerah kemarin pas victoria dekill wokwokwok efek cahaya lampi yaaa wokwowk skidipapap,1,tidak kasar
3942,nama bangsat,1,kasar
3943,ngilu anjinkkankah dh janji toxic,1,tidak kasar
3944,nyesek yah,1,tidak kasar
3945,series erpan hmmm kopex,1,tidak kasar
3946,tampil kaya joji,1,tidak kasar
3947,qorygore,1,tidak kasar
3948,qorygore presiden,1,tidak kasar
3949,risih skarang opening subscribe kasih,1,tidak kasar
3950,subscribe tetep juta wkwk gkad yg subslagi,1,tidak kasar
3951,hmm bocah,1,tidak kasar
3952,bocah ea,1,tidak kasar
3953,tertawa,1,tidak kasar
3954,tombol subscribe warna abu abu arti tu pencet,1,tidak kasar
3955,w rapstrounot w jg gemar,1,tidak kasar
3956,you tuber undang,1,tidak kasar
3957,kokain,1,tidak kasar
3958,kolim i love you ate serius becanda toxic konten toxic salah comment toxic,1,tidak kasar
3959,komentar,1,tidak kasar
3960,komentar caci yg ikan erick arti puji gaes hate erick komentar pake yg sopan biar ggred,1,tidak kasar
3961,komentar menit konten kgk mutu tonton gobloog lahir beda orang lahir mmk lubang berak,-1,kasar
3962,komentar hate ahh i prefer european pussy,1,tidak kasar
3963,komentar hatr baca hate,1,tidak kasar
3964,komentar yg dapet duit,1,tidak kasar
3965,komentar bocah,1,tidak kasar
3966,komentar sndiri toxic dasar robert kontol,1,kasar
3967,komentar ku gakkamubaca njing,1,tidak kasar
3968,komentar ny bnyakan benci elu awoaowkaow mles scroll sihh,1,tidak kasar
3969,komentar goblok sumpah awkakakaia,-1,kasar
3970,komentar brutal banget wkwk,1,tidak kasar
3971,komentar kocak parahr konten yt bang,1,tidak kasar
3972,komentar yg baca laporin wkwk,1,tidak kasar
3973,komennya goblok banget dah biar auto kaya just hibur yg liat otak dipake,-1,kasar
3974,komennya benci liat selip astronot roket awkwkwkwk,1,tidak kasar
3975,koment vid eric benci nya yg good,1,tidak kasar
3976,koment benci jadiin lagu bro,1,tidak kasar
3977,komn,1,tidak kasar
3978,komtol,1,tidak kasar
3979,kon olllllllllllllll hahahahahahahahahahhahaha,1,tidak kasar
3980,kongakak jierrr d,1,tidak kasar
3981,konspirasi ric wkwkwkwkwk lg turun mmr nyagua dukung,1,tidak kasar
3982,kontol l,1,kasar
3983,konten sii,1,tidak kasar
3984,konten be happy,1,tidak kasar
3985,konten copy reza arap,1,tidak kasar
3986,konten didik suruh sekolah orang biar didik wkwkw,1,tidak kasar
3987,konten ginikamuyg tunggu stream lol reaction hati diinternet wkwkwk,1,kasar
3988,konten jiji emng liat sisi hibur ketawa liat laku konyol wkwkk goodluck bang eri coli eh moga lancar yt riwend,-1,tidak kasar
3989,konten asik bang konten toxic selesai bawa bawa saraa,1,tidak kasar
3990,konten ber faedah,1,tidak kasar
3991,konten emang faedah erick tau tujuh ngehibur orang pahala dhyo haw like ampe rb subscribe,1,tidak kasar
3992,konten manfaat hibur bang jan dengerin benci iri ama,1,tidak kasar
3993,konten manteb,1,tidak kasar
3994,konten kaya gin tunggu ooyehhhhhh,-1,kasar
3995,konten layan masyarakat menghiburrr wkwkkw,1,tidak kasar
3996,kontenkamubermutu rick,1,tidak kasar
3997,konten unfaedah,1,tidak kasar
3998,konten unfaedah enakk lim ahahahaha,1,tidak kasar
3999,konten yg mutu,1,tidak kasar
4000,kontenlu faedah bang,1,tidak kasar
4001,konten seru skrg zzzz,1,tidak kasar
4002,kontholll,1,tidak kasar
4003,kontil,1,tidak kasar
4004,kontol bangsta kontol bangsta kintlo tlo tlo tlo tlo,1,kasar
4005,kontol kau pecah,1,kasar
4006,konto olive sip,1,tidak kasar
4007,kontool,1,tidak kasar
4008,kontool lu,1,tidak kasar
4009,kontoool,1,tidak kasar
4010,kontooool gede bang,1,tidak kasar
4011,kontoooool,1,tidak kasar
4012,kontooooool,1,tidak kasar
4013,kontoru,1,tidak kasar
4014,kontoru,1,tidak kasar
4015,kontoruuuuu,1,tidak kasar
4016,kontt,1,tidak kasar
4017,kontuy,1,tidak kasar
4018,konyol banget,1,tidak kasar
4019,konyol hibur sukses bang erik,1,tidak kasar
4020,kooooontooool,1,tidak kasar
4021,kopex lim limit souw daylen,1,tidak kasar
4022,koq kena iklan pdhl nunggu iklan nyakamurik,1,tidak kasar
4023,korban malu bela diam menang bunuh frustasi,1,tidak kasar
4024,koro sensei kwmwmw,1,tidak kasar
4025,kotak kota goblok,-1,kasar
4026,kotolll luu,1,tidak kasar
4027,krik,1,tidak kasar
4028,krik krik krik haha slow soapking,1,tidak kasar
4029,krik krik krik krik krikkkpenting udah nyampein sen,1,tidak kasar
4030,kristen salah,1,tidak kasar
4031,kristen kristen,1,tidak kasar
4032,kritik ngomong yg sopan boss toxic inget bang,-1,tidak kasar
4033,ks mangan ora udud paru paru ra smile,1,tidak kasar
4034,ksih love rickontl,1,tidak kasar
4035,ku modol,1,tidak kasar
4036,kualitas suara beda banget,1,tidak kasar
4037,kumahasaha,1,tidak kasar
4038,kumpul ci rina erick,1,tidak kasar
4039,kunjung chenel gann hahahaaa,1,tidak kasar
4040,adsense,1,tidak kasar
4041,gila anjing melet teriak gaya orang setruk anjing kentot suka liat wajahlu pas mas kaya orang setruk triak kentot,-1,kasar
4042,bang wkwk,1,tidak kasar
4043,toxic taii,1,tidak kasar
4044,rangin jorok bg,1,tidak kasar
4045,kurt coba,1,tidak kasar
4046,kutillx,1,tidak kasar
4047,kuy mampir subsback,1,tidak kasar
4048,kwik kwik kwik kwik kwik ah ah ah ah ah ih ih ih ih ih,1,tidak kasar
4049,kwkwkwk tertawa anjir good soapking kwkwkw kirim dah dm kwkwters ksih tau,1,kasar
4050,kwkwkwkw benci mah gatau asli si erik benci kontol emng,1,kasar
4051,kwkwwkwk si erick govlok mmng govlok samoe dna gitu mmng obatin mmng govloknya sampek o n ngertilah si palkon yg baca sampah,-1,kasar
4052,kwokwokwok,1,tidak kasar
4053,kwowkk serba salah,1,tidak kasar
4054,kymak lo,1,tidak kasar
4055,kymaq eh nyimak maksud,1,tidak kasar
4056,kz,1,tidak kasar
4057,kzxx pepek mak kau,1,tidak kasar
4058,l y,1,tidak kasar
4059,laaaahhhhhh rb likeeeee yaaaaaaa yg yg buruk,1,tidak kasar
4060,laafyuuuuu,1,tidak kasar
4061,bang benci ae aneh udah tau channel faedah tonton wkwk faedah nonton channel agama ae seengganya nonton mata najwa ae biar pinter nonton wkwk,-1,kasar
4062,tonton dewasa orang dewasa bedain yg patut contoh anak nonton konten erti mobil lejen,1,tidak kasar
4063,intro,1,tidak kasar
4064,non muslim kali,1,tidak kasar
4065,lagu alvinjp ku tunggu mu,-1,kasar
4066,lagu diss atta tonton koment,1,tidak kasar
4067,lagu jaman,1,tidak kasar
4068,lagu laguu,1,tidak kasar
4069,lagukamusampah kentot,-1,tidak kasar
4070,lagu alvinjp ku tunggu mu,1,kasar
4071,elu ngomong darimana hiam suci please deh ajar lgi,1,tidak kasar
4072,emang aaaanjinkkkk konten kau faedah,1,tidak kasar
4073,benci emang jahat,1,tidak kasar
4074,salah pencet restricted mode,1,tidak kasar
4075,lahh benci ketemukamudijalan foto wkwkw,1,tidak kasar
4076,baca qna ni baca komentar benci,1,tidak kasar
4077,lal,1,tidak kasar
4078,lalala,1,tidak kasar
4079,dliat mukakamukayak arman maula erick ahahahha hates make u famous almos erick ahahahahhaha,1,tidak kasar
4080,lihat intro y wkwkw,1,tidak kasar
4081,liat kokkamumirip marloernesto yak gayakamuapalagi rick wkwkwk konyol anjir,1,kasar
4082,lihat kak ericko lim dance orange justice dance,1,tidak kasar
4083,lanfsung lihat video mamank gantox,1,tidak kasar
4084,langsung bang part wkwk,1,tidak kasar
4085,langsung hatersin benci,1,tidak kasar
4086,langsung hatersin benci lu,1,tidak kasar
4087,langsung mencet tombol like gwe bngst,1,tidak kasar
4088,langsung nonton njing,1,tidak kasar
4089,langsung pintar main mini world,1,tidak kasar
4090,lanjudin tod videokamudunia butuh hibur,1,tidak kasar
4091,,1,tidak kasar
4092,konten unfaedah neng lihat,1,tidak kasar
4093,bakat mu anak muda,1,tidak kasar
4094,ciri khas kang kang kang wkwkw,1,tidak kasar
4095,juang mu bang,1,tidak kasar
4096,bang hirau bocah yg ngebully,1,tidak kasar
4097,kentot,1,tidak kasar
4098,ric,1,tidak kasar
4099,toxic hibur lim,1,tidak kasar
4100,rick sifat yg skrg gaya yg sok semangat haters tau cuman bangga adsense yg pikir lemah uang segitu kaya gin udah manusia,1,tidak kasar
4101,ka pas opening videoopeningkamuada buff gold keong awto cepet anjing,1,kasar
4102,kak erik ush peduliin,1,tidak kasar
4103,eksperimen masak masak chef nos,1,tidak kasar
4104,lanjutin bang,1,tidak kasar
4105,lanjutin bro,1,tidak kasar
4106,lanjutin part,1,tidak kasar
4107,lanjutin lim semangat ngehina youtuber laen orang pikir x unsubs,1,tidak kasar
4108,karya mu nakk,1,tidak kasar
4109,smngat eriknsor wkwkwwkk,1,tidak kasar
4110,lapor ric iklan skip kasih butuh uang lu,1,tidak kasar
4111,laporannn iklannnya tonton habiss tanps skip hahaha,1,tidak kasar
4112,lapyou tod,1,tidak kasar
4113,lcu,1,tidak kasar
4114,lebay,1,tidak kasar
4115,lucu hate komentar ketimbang kinten rick,1,tidak kasar
4116,toxic lg,1,tidak kasar
4117,legend intro,1,tidak kasar
4118,leh uga,1,tidak kasar
4119,lerr,1,tidak kasar
4120,lese lese lesele lese no more lese titiritititiritititittirittiritit,1,tidak kasar
4121,,1,tidak kasar
4122,lhoo bakat youtubeber lhoo hapus chanel lho,1,tidak kasar
4123,liat channel video zxuan celaka tutorial fanny kabel noclickbait,1,kasar
4124,liat dah orang sensitif skrng nnton cok simple wkwkwk,1,tidak kasar
4125,liat iklan sampe habis auto erik kaya auto sedekah auto dapet pahala,1,tidak kasar
4126,liat konten normal jg kadang bosan jdi kadang tujuh mampir konten yg unnormal gni jg salah asupan hibur prinsip orang beda ngibur viewers gnilah si erick ngibur,1,tidak kasar
4127,liat menit,1,tidak kasar
4128,lidah peler oeler lidah,1,tidak kasar
4129,lightingkamukurang terang bang besok cari yg cerah yak,1,tidak kasar
4130,lihat bowo woe benci tenar cukks ngomong sopan,1,tidak kasar
4131,like,1,tidak kasar
4132,like liat,1,tidak kasar
4133,like nonton,1,tidak kasar
4134,like gabung akwokwowow by the way aing join ah,1,tidak kasar
4135,like biar kaya,1,tidak kasar
4136,like tonton,1,tidak kasar
4137,like,1,tidak kasar
4138,like eaa,1,tidak kasar
4139,like k leh ugha,1,tidak kasar
4140,like komentar,1,tidak kasar
4141,like view ajg,1,tidak kasar
4142,like like,1,tidak kasar
4143,like ericko njing video,1,tidak kasar
4144,like,1,tidak kasar
4145,like reza arap comment eric congeanjink,1,tidak kasar
4146,like erick,1,tidak kasar
4147,like tujuh erickolim jomblo,1,tidak kasar
4148,lim kalikamunyabun,1,tidak kasar
4149,lim coo kaum arap fak citra,1,tidak kasar
4150,lim coo maksudlu orang ngebuli bang eric ngepuji ehh asalkamutau benci dah ikan hitam ikan putih asalkamutau orang ngepuji bang eric banhkan kali kali lipatkamulihat like men orang ngepuji liat orang ngebuli loo,1,tidak kasar
4151,lim intro kiamat,1,tidak kasar
4152,lim sans benci uang,1,tidak kasar
4153,lim w liat iklan divideolu langsung report iklan,1,tidak kasar
4154,link,1,tidak kasar
4155,live coli bang subscribe pake akun,1,tidak kasar
4156,live nyabun erick,1,tidak kasar
4157,ljutin video enghibur,1,tidak kasar
4158,lmao good boi,1,tidak kasar
4159,lo bilang muka erik kontol karnakamusuka erik ledek sianggap canda erik,-1,kasar
4160,lo blng benci nambah kaya benci ngomonginkamujd yg kenal jd kenal helloooo pikir bocah ngomongin ellu ya amit amit deh,1,tidak kasar
4161,lo hate ericko lim,1,tidak kasar
4162,lo netijen anjing,1,kasar
4163,lo mati erik biar chanel pendidikankamudan bisakamungasih waris chanelkamuke biar cepet kaya,1,tidak kasar
4164,lo jga nrtizen tod,1,tidak kasar
4165,lo botakkkkkk,1,tidak kasar
4166,lo t series wkkw,1,tidak kasar
4167,lo laki erick,1,tidak kasar
4168,lo ngatain eric eric kaya tong,1,tidak kasar
4169,lo paham awam,1,tidak kasar
4170,tampan bang pikitin comenan benci,1,tidak kasar
4171,udah ngak prawan yh erick,1,tidak kasar
4172,log loco makan kalok komentar lebay,1,tidak kasar
4173,lol,1,tidak kasar
4174,lol bocsh,1,tidak kasar
4175,lol marsha lol sulap tertawa njir,1,tidak kasar
4176,lol sok suci,1,tidak kasar
4177,lol wkwkwk,1,tidak kasar
4178,lolicontil,1,tidak kasar
4179,lolot,1,tidak kasar
4180,lone wolf lolkamubilang dek wkkwkwkwkw,1,tidak kasar
4181,lonte,-1,kasar
4182,loo benci yaa omong erick kayaa mah bebas,1,tidak kasar
4183,lope cok,1,tidak kasar
4184,lope donk,1,tidak kasar
4185,lopee,1,tidak kasar
4186,lopyu rikolim,1,tidak kasar
4187,lord qorygoooooooorrrrrrrreeeeeee,1,tidak kasar
4188,loser read benci comment,1,tidak kasar
4189,loser reads benci comment wanna be,1,tidak kasar
4190,love,1,tidak kasar
4191,love ang,1,tidak kasar
4192,love asede kintil,1,tidak kasar
4193,love bg bun,1,tidak kasar
4194,love in rick,1,tidak kasar
4195,love pls,1,tidak kasar
4196,love u bangsat,1,kasar
4197,love u ericko lim salam fans malaysia kesah benci u are my heroo,1,tidak kasar
4198,love u rick,1,tidak kasar
4199,love,1,tidak kasar
4200,love you ericko lim,1,tidak kasar
4201,love you ericontol,1,tidak kasar
4202,love you erikk muah muahhh muahhhhhhhhh,1,tidak kasar
4203,love your benci they re your biggest fans ma like,1,tidak kasar
4204,lover boss bt ketawa boss good bos konten lo,1,tidak kasar
4205,low quality content and,1,tidak kasar
4206,lu adeknya virgoun yak,1,tidak kasar
4207,lu bilang subscribe subscribe good luck,-1,tidak kasar
4208,lu emang hibur bang,1,tidak kasar
4209,lu emng nggk pintar tapikamugenius,-1,tidak kasar
4210,lu takut masuk neraka siksa gitu rikkamug bayanging gitu emang,1,tidak kasar
4211,lu tampan bang boong,-1,tidak kasar
4212,lu tampan banget rick pukon gwe ngefans makamuaye,1,tidak kasar
4213,lu tampan bangkintol,1,tidak kasar
4214,lu tampan karenakamulaki,1,tidak kasar
4215,lu tampan erick,1,tidak kasar
4216,lu tampan tapikamugendut jikakamugak gendut mesti gantenglih tod,-1,kasar
4217,lu gila wkwkkw,-1,kasar
4218,lu tau bowo benci udah kenal,1,tidak kasar
4219,lu goblok,-1,kasar
4220,lu nonton muncul ditumbails jjur sesal buang wkt dtik nntonkamusmoga lembaga sensor indonesia dtginkamuamien,1,tidak kasar
4221,lu baju item dwp haha bosen dah liat,1,tidak kasar
4222,lu kagak botak benci,1,tidak kasar
4223,lu content ngomongnya jaga dongkamuudah gedekamusekolah slb,1,tidak kasar
4224,lu g tua izin sma gore,1,tidak kasar
4225,lu komentar cepet cepet banget si anjggggg by the way intro v,1,tidak kasar
4226,lu mabuk,1,tidak kasar
4227,lu hate komentar kasihtau liat videokamugapernah skip iklan iklan muncul udah skip mamam noh haha klan dikit rick skip,1,tidak kasar
4228,lu sule erick,1,tidak kasar
4229,lu pandang jahat ampas taukamuitu jing contoh temenkamuyg kaneki harga angkat ujung ujung cundang,-1,kasar
4230,lu ngemis jgb jalan njingg,1,tidak kasar
4231,lu kentot kentodin kim njenk,1,tidak kasar
4232,lu org caci maki appun ttp keep calm,1,tidak kasar
4233,lu pelihara aj tu benci rick chnnlkamug bkl trkenal ky gin,1,tidak kasar
4234,lu nyium bau meme lim hahaha tertawa anjinkkkk,1,tidak kasar
4235,lu pinterkamurendah hatikamugapernah sombongkamubaik bangetkamugapernah ngajarin orang jelek ygkamuberikan youtube tu pengaruh banget makas rickkamudah orang yg slalu inspirasi,1,tidak kasar
4236,lu ig njing ericko lim give away ig bngst,1,tidak kasar
4237,lu salah jga goblok,1,kasar
4238,lu ngarti kagak diomongin njenk,1,tidak kasar
4239,lu tu tampan bangat gaya rambutloh ken rambut kayakamugimana,1,tidak kasar
4240,lu uya kuya,1,tidak kasar
4241,lu baca emosi,1,tidak kasar
4242,lucu,1,tidak kasar
4243,lucu anjjirr,1,tidak kasar
4244,lucu bangkamukeep likeke komentar kalokamusendiri munapikkamungocok selesai tu sabunkamunonton bokep ngocok,-1,kasar
4245,lucu lucu,1,tidak kasar
4246,lucu masok ericko liml,1,tidak kasar
4247,lucu wkkwkw muter bhasanya pintar,1,tidak kasar
4248,luh gx butuh subscribe donk,1,tidak kasar
4249,luh pinter erick,1,tidak kasar
4250,luh subscribe juta,1,tidak kasar
4251,lukman hakim ngegas woy,1,tidak kasar
4252,lumayan bang erick nambahin traffic youtube enyum tertawa thanks rick ailapyu somach,1,tidak kasar
4253,luna daraasyfa main pola pikir doang bilang benci gausah nonton lanjutin tulis ericko dapet duit get it ato,1,tidak kasar
4254,luna daraasyfa toxic,1,tidak kasar
4255,luna daraasyfa hmm fans yg doain idola dapet duit,1,tidak kasar
4256,luna daraasyfa nama gemar,1,tidak kasar
4257,luna daraasyfa unch unch,1,tidak kasar
4258,lusemuapdakayabocah luhtuhudhhpadagedebanggmikiraturanmahhlusirikamabanggerickolimm makanyakerjadherr,1,tidak kasar
4259,luv u semangat bang moga youtube rewerd cepet selesai bang,1,tidak kasar
4260,lyufid ytg yg nanya,1,tidak kasar
4261,m fadlu,1,tidak kasar
4262,m m k beku,1,tidak kasar
4263,m tinggal sory,1,tidak kasar
4264,m subscribe bangga ngeri banget yg subscribernya m anak haram kali,1,tidak kasar
4265,m subscribe colbarlah lim,1,tidak kasar
4266,m subscribe janji botak setaaaaan janji lohhhhh,1,tidak kasar
4267,mabok kondom wkwk nyemil kondom,1,tidak kasar
4268,tutorial hadap benci,1,tidak kasar
4269,maen pb,1,tidak kasar
4270,maen pb lg erick sopers idupin lg kangen bro,1,tidak kasar
4271,maen pb erick kangen wkwk,1,tidak kasar
4272,maha netijen,1,tidak kasar
4273,mai frens ar gan,1,tidak kasar
4274,main cepet asw,1,tidak kasar
4275,main pb bang,1,tidak kasar
4276,main pb erick kangen toxic ankamusaat main pb,1,tidak kasar
4277,main pb bang,1,tidak kasar
