,text,sentiment
2835,entah aku paling suka ama channel hilang stress bikin tertawa,positif
2836,entah memek ngilu,netral
2837,entah mengapa memek bisa ngilu v,netral
2838,entah saat semua orang benci sama kamu aku malah suka gaya kamu bang boommmm njinkk lmayan ngilangin stress mungkin guna channel awkwkw,netral
2839,ente jg bocah ngapain sampe sini toddd,netral
2840,entot mamak kamu anjing kalau berani,negatif
2841,entot mamak lo anjing kalo berani,negatif
2842,er bang semua itu tergantung lingkungan dan orang tua lingkungan dia kalo kek jembut yah anaknya pada kek jembuttttt,netral
2843,era globalisasi erickolim ahli ips,netral
2844,era modernisasi bang bukan globalisasi sedikit benar jadi channel didik,netral
2845,eri coli m kpn buat vidio tetntang free fire bangsad utekmu pubg terus su,netral
2846,eri ko kontol gua tidak jadi jadi hatter,negatif
2847,eric bully adsense,netral
2848,eric contol,netral
2849,eric doang yg hebat mh komenan haters jadi in kontenn trusss dpett uanggg bnyakkk mantapp riccc,positif
2850,eric emg k nt l dia gemesin makanya aku subscribe channelnya,netral
2851,eric ganteng,netral
2852,eric gua suka sama lu lu bisa bikin gua ketawa,positif
2853,eric hapus cenel ,netral
2854,eric kontol yeah i don t care about that but ha ha it s so funny biar kedengeran org yg dekat gua wkwkk aku kesel aku buka channel kamu langsung ketawa tertawa gara toxic kamu bang,negatif
2855,eric kontolim,negatif
2856,eric kontollllll,negatif
2857,eric makin banyak haters makin kaya lol,netral
2858,eric pantat tebal,netral
2859,eric tolol bacot aja takut masok neraka kaa dasar goblok anjing,negatif
2860,eric tolol mubazir buang yakul tolol,negatif
2861,eric toxic pas rec aja asli nya org nya sopan,netral
2862,eric ywan,netral
2863,erick abang lu apa tuhan lu,netral
2864,erick aku support kamu zanpe matj,netral
2865,erick anjing bangsat lah monyet semoga masuk reading hate comment,negatif
2866,erick apa arap ,netral
2867,erick arap saudara wkwkwkwk,netral
2868,erick asli baik,positif
2869,erick baik,positif
2870,erick banyak haters malah makin tajir goblog wkwkwkwk,netral
2871,erick beli subs ehh anak kontol beli ,negatif
2872,erick belom jd soapking kampanggg,netral
2873,erick berapa ukur kontol kamu njing,negatif
2874,erick buy subs kontol ,negatif
2875,erick di hina apapun juga slow aja kontol haters  udah tau gasuka masih juga nonton sekarang yg bego elo haters kontoLan orang disana mungkin tidak pernah terbayangkan mendapatkan uang sebesar juta rupiah untuk dibelanjakan saya mr money saya akan berjalan kemana arah mata angin berjalan untuk mencari siapakah yg beruntung mendapatkan uang sebesar juta rupiah dari saya dalam uang kaget,netral
2876,erick diet dong kamu agak mirip sama anak sule eaak,netral
2877,erick emang gitu kalo dia kagak ngetoxic ya beda lagi karna cirikhasnya kntl tapi emang ngehibur ea so kalian semua kontol udh gede lu pada gak suka jan bct kek bocah aja cihhh,netral
2878,erick gak beragama,netral
2879,erick ganteng anjing usah hina erick kontol,negatif
2880,erick ganteng arap mah bibir item wkwk haters bikin erick kaya aowkk,netral
2881,erick ganteng kok,netral
2882,erick ganteng tapi gw cowo v,netral
2883,erick goblog,netral
2884,erick gua fans kamu wkwkwkwk,netral
2885,erick gua gak hinaya gue lihat perutlu agak gemuk pasti kont lmu kecilkan jujur,netral
2886,erick hatenya banyak si erick tahan,netral
2887,erick is ganteng,netral
2888,erick jaqun kamu g liat anja,netral
2889,erick jembod di bully tambah kaya wkwkwk,netral
2890,erick jembod di bully tambah kaya wkwkwk,netral
2891,erick jt subs coli beneran katanya lu soapking,netral
2892,erick kalau toxic bukan erick,netral
2893,erick kata kata mutiara save,netral
2894,erick kena bait auto triggered,netral
2895,erick kntl smngat terus dngn chanel tolol luu terus berkarya kntl wkwk,negatif
2896,erick ko eluh muka mirip kontoooooollllll,netral
2897,erick ko tol,netral
2898,erick kok kontol ngentot bangsat anjing perkosa memek,negatif
2899,erick kolim itu memang kaya kontol tapi lebih kaya kontol hattersnya,negatif
2900,erick kolim kaya tai,netral
2901,erick kolim kontol memek ngentot bangsat sayang ganteng hehehe jangan neng kamu kontol ganteng bapak gua nya eringerti mana patut contoh enggk,negatif
2902,erick kon no limits,netral
2903,erick kontil kamu komodo anjing,negatif
2904,erick kontil lo kayak komodo anjing ,negatif
2905,erick kontol,negatif
2906,erick kontol,negatif
2907,erick kontol anak haram kamu liat sekali sifatlu kaya kaga pernah didik sama ortu iri gbisa dia mkny usaha bro bkn nyibuk ngurus konten org,negatif
2908,erick kontol anjing bangsat kamu,negatif
2909,erick kontol anjing gak tau malu kontol,negatif
2910,erick kontol anjing kamu tu keluar burid anjing,negatif
2911,erick kontol anjing usah kamu bikin vidio anjiiiiiiing,negatif
2912,erick kontol asue asik buatin video guna anjirt,negatif
2913,erick kontol babi anjing konten unfaedah mending apus tu canel minta maap sama r o anjiiiiink bangsat ngentot,negatif
2914,erick kontol baca kamu anjing tolol bangsat kontol memek muka kamu memek asu anjing jahanam kintil hapus channel kamu anjing kontol memek kntl asu anjing memek memek memek memek,negatif
2915,erick kontol bangsat konten kok tolol minum alkohol lah ngomong jadi atheis lah kamu kira lucu bangsat,negatif
2916,erick kontol banyak gaya ngejek ngejek youtubers kontol ama kau,negatif
2917,erick kontol channelnya ga mendidik kok haters goblok ya,negatif
2918,erick kontol ericoli erickontoru ngentod kamu anjing wakawakawaka kontol banyak bacod,negatif
2919,erick kontol gua jadi subscribe kamu gara gara video gila ngentot kali makan jembut pacar kamu njing,negatif
2920,erick kontol hahaha,negatif
2921,erick kontol hahahaha canda bang maaf gua suka video kamu bang udah gua subscribe chanel kamu terus karya bang,netral
2922,erick kontol hebat kamu bang muka ganteng banget tetep hebat video ada kata kasar loh yg jadi suka aku sukses terus bang,negatif
2923,erick kontol is wonderdull anakbangsa buat yt rewind buat citra sponsor kaum elitglobal,negatif
2924,erick kontol jembud,negatif
2925,erick kontol knp waktu minum birr lua gaj kuaatt anjinggg lemah loo bangsaddd,negatif
2926,erick kontol lem wkwkwk jk bng hehehe,negatif
2927,erick kontol lim,negatif
2928,erick kontol lim alay kamu ajig,negatif
2929,erick kontol lim mek ayam bikin konten gaguna masukin gua njing gua pen masuk tipi,negatif
2930,erick kontol lim ngomong yg gak bisa w ucapin w sub aj biar neraka selalu sama lo lo keren anjing,negatif
2931,erick kontol lim pinter nya luar biasa gara gara makan jembuts,negatif
2932,erick kontol limit,negatif
2933,erick kontol muka kaya tutup botol fanta belagu kamu,negatif
2934,erick kontol ngapain fans sama kau,negatif
2935,erick kontol ngentot konten gak guna ,negatif
2936,erick kontol panutanquee,negatif
2937,erick kontol tolol tapi gua suka hahhaha,negatif
2938,erick kontol udeh bagus akun kamu blokir ama youtube ngpe balikin si bangsat mati aje kamu tod biar ngurang in nasi rumh kamu,negatif
2939,erick kyk kontol tapi gua subscribe hha,negatif
2940,erick lim sma kim hime aku fans karena serasi kalau pacarang,netral
2941,erick mah udah pantat tebal komen kalian yang jahat mana mempan,negatif
2942,erick mirip main bola adam alis bhayangkara fc,netral
2943,erick ngentot kontol anjing memek lu anjing semua menghina lu kontol anjing ngentot,negatif
2944,erick old back,netral
2945,erick old is back mantabb,netral
2946,erick pacar yuk toket aku d lohh,netral
2947,erick pantat nya udah tebel sma komen macam itu ,netral
2948,erick rajin upload biar balik modal dri youtube rewind wkwk,netral
2949,erick real life beda sama erick di depan kamera haters only know he name but not he life ,netral
2950,erick sama reza bagus erick tolol dasar hater kntl beda nya erick sma arap erick kalo serius itu bijak sedangkan arap kntl,netral
2951,erick satanis,netral
2952,erick sok karena doi punya duit donggg kga kek lu,netral
2953,erick tau caranya bikin haters tambah panas kebakaran jenggot ,netral
2954,erick the best pokok omong apa aja menek kontol ngentot nama nya erick kontol wkwkwkw,negatif
2955,erick the best tidak suka sama erick sini aku bantai semua nya anjing sini,netral
2956,erick tobat,netral
2957,erick toxic ngasilin duit hatersnya toxic ngasilin apa kontol hahahaharok salah cerna,negatif
2958,erick triggered,netral
2959,erick tukang coli bangsat,negatif
2960,erick upload vidio haters banyak bacod yhaaaaa,netral
2961,erick x kim hime,netral
2962,erickcokli m gua fans kamu anjink sih main semarang gua sambut buah durian manteb,netral
2963,erickentooooood,netral
2964,erickkk,netral
2965,erickkolim ganteng,netral
2966,erickkontol,negatif
2967,ericko,netral
2968,ericko aku minta tidak kalau aku mau minta kamu kalau jt subscribe makan nasi goreng pake cicak sama ludah kamu,netral
2969,ericko aku toxic haha,netral
2970,ericko asli nya,netral
2971,ericko bangkaii,netral
2972,ericko bikin challenge cukur jembut dong,netral
2973,ericko duet sama bowo tuju like kowko,netral
2974,ericko emang jago,netral
2975,ericko ganteng,netral
2976,ericko gara ngikuti gaya bicara kamu gua jadi tenar sekolah gua sekolah panggil sama temen gua anak murid ericko,netral
2977,ericko halilintar hahahhaha,netral
2978,ericko jancuk,netral
2979,ericko jossss,netral
2980,ericko kalau rambutny cepak mirip rizky febian,netral
2981,ericko kontol,negatif
2982,ericko kontol lim,negatif
2983,ericko lim,netral
2984,ericko lim ,netral
2985,ericko lim ajig lu seru  walaupun konten unfaedah tpi ngehibur rik penghibur lk v di sini bukan buat kaum pantat tipis wkkwkw welcome to internet kids lu gk kasih makan trus orang harus tampil kek apa yang lu mau gitu mikir wkkwkwk kenal juga gk goblok,netral
2986,ericko lim asli nya se toxic yg kamu pikir,netral
2987,ericko lim banyak haters kok si haters nonton anjeeeng gobloggg gituuu,netral
2988,ericko lim berbicara ,netral
2989,ericko lim bukan kaleng kaleng gama dia,netral
2990,ericko lim coba dong bikin video tanpa toxic ,netral
2991,ericko lim emg salah bikin video porno gitu lagu ngeres kan baik benar haters ericko lim org yg ngeres cuma keluar kata yg baik kesel sama ericko lim jadi ericko lim lah usak generasi buah buah minum normal aja jadi ngeres contoh pisang susu awal pisang susu la cemilan normal gara gara ericko lim semua sudah ubah dunia banyak org ngeres jadi haters ericko lim org yg kgk ngeres cuma ngomong kotor ericko lim sifat ngeres ibu ericko lim sesal ngelahirin ericko lim ericko lim masuk agama kristen kok pernah tobat dasar generasi sekarang kamu ericko lim tobat lah sekarang lambat,positif
2992,ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limerickoericko,netral
2993,ericko lim for president,netral
2994,ericko lim gak punya otak,netral
2995,ericko lim ganteng kok hatersnya nya aja yg kontol,negatif
2996,ericko lim ganteng panutan aing,netral
2997,ericko lim hmm,netral
2998,ericko lim ikut ikutan perasaan ni channel udah lama,netral
2999,ericko lim is the best kontol,negatif
3000,ericko lim is the bestin haters rick,netral
3001,ericko lim itu keren kontol,netral
3002,ericko lim itu plp perusak lubang pipis hahaha,negatif
3003,ericko lim jadi motivator termuda wkwkwk,netral
3004,ericko lim jangan jadiin gwe panutan atau idola kalian tapi jadiin gwe sebagai hiburan buat kalian ,netral
3005,ericko lim joker ,netral
3006,ericko lim just uploaded a vidio ,netral
3007,ericko lim k ntol lu an ng tapi gw suka gaya lu n gw,negatif
3008,ericko lim kebal hinaan,negatif
3009,ericko lim kemarin coli pake bumbu sasa e kontolnya kriuk kriuk,negatif
3010,ericko lim king,netral
3011,ericko lim kok ngentot,netral
3012,ericko lim kontol bgst,negatif
3013,ericko lim kontol memek ngentot,negatif
3014,ericko lim kontol muka kamu pas pas goblok ribut aku sama aku sini kontol muka sampah,negatif
3015,ericko lim kontol ngentot aja kamu bujang,negatif
3016,ericko lim ku kli ini bijak sangad,netral
3017,ericko lim lihat kontol mu bangsat,negatif
3018,ericko lim makan jembut this is haram bukan golongan kami tobat ericko lim mumpung masih ada waktu,netral
3019,ericko lim memang idaman wanita,netral
3020,ericko lim muka luh kaya seperma anjing,negatif
3021,ericko lim ngemis subscribe,netral
3022,ericko lim no limit pros come back,netral
3023,ericko lim no limit pros wkkwkw asuu asuuu d,netral
3024,ericko lim no limit pross,netral
3025,ericko lim no limit pross is back,netral
3026,ericko lim oppa no limit pros souw liong liow gamerz gaming v,netral
3027,ericko lim panutan,netral
3028,ericko lim panutan q,netral
3029,ericko lim pepek bangsat,negatif
3030,ericko lim pross udak soapers,netral
3031,ericko lim sama arap lebih bertahan ericko lim,netral
3032,ericko lim tai sekarang mendingan dulu gw rindu pas subscribernya masih kan,netral
3033,ericko lim the best,netral
3034,ericko lim the best,netral
3035,ericko lim toxic is comeback,netral
3036,ericko lim tu org nya cerdas tapi suka nyoli toxic ,negatif
3037,ericko lim ulu intronya,netral
3038,ericko lim yg sebarnya itu tak seperti apa yang kalian pikirkan ,netral
3039,ericko lim you are fucking king gak usah peduli hatershit yaa keep toxic,netral
3040,ericko limat nama bukan haters goblok,netral
3041,ericko limit pros,netral
3042,ericko limited edition,netral
3043,ericko limm anjingg mati sna kontol,negatif
3044,ericko limm kontolllllllllllllllll bangsatttttt,negatif
3045,ericko lu bagus,positif
3046,ericko lu bikin gua ngakak liat tinggkah lo toxic lbay wkwkwkwk,netral
3047,ericko lu katain begitu ga nge pek tolol,negatif
3048,ericko mahh imut and ganteng sekali,netral
3049,ericko no limit pros,netral
3050,ericko no limit pros gaming is back,netral
3051,ericko no limit pros intro the best,netral
3052,ericko no limit pros wkwkwkwkwkwkwkwkwkw,netral
3053,ericko no limit pross adsense for life mhankk,netral
3054,ericko no limit prosss is back madafakah v,netral
3055,ericko orang paling sabar di indonesia ajg,netral
3056,ericko suka megang otong,negatif
3057,ericko terbaik yng komen jelek tolol,netral
3058,ericko tetap hati,netral
3059,ericko the best youtuber,netral
3060,ericko the real king,netral
3061,erickolim,netral
3062,erickolim aku suka kamu toxic lucu njing good kamu bikin ketawa banyak orang cuy ngengeh,positif
3063,erickolim anjinggg kagak punya otak yg tadi nya reza arap oktavian sekarang tutup channel gara gara kamu anjing bangsat seluruh indonesia benci ama kamu bangsat,negatif
3064,erickolim beli subscribe terus yg king of youtube indonesia gmna broo,netral
3065,erickolim coba u gabungin komentar haters u cover jadi lagu adsense itu uit aku salut nya ama tau mana yg nama agama mana yg nama canda dia juga mikir ko kalau masalah agama liat aja cara ngomongnya kalau serius yg aku suka muka nya mirip kaya uju palkon aku asw ea never give up rik god bless,positif
3066,erickolim gilaaaaa,netral
3067,erickolim is the best anjeengg gua suka sama karya kamu bngst good luck erick,negatif
3068,erickolim itu gk goblok tapi dia itu orang pinter pura pura goblok,netral
