stemmed,sentiment,labeling,filtered
khawatir lim salah hatterkamusupayakamubisa maju,1,tidak kasar,
lihat orang video lihat ericko lim amal sholeh,1,tidak kasar,
lupa coli,1,tidak kasar,
lupa follow instagram pan jrx gapake,1,tidak kasar,
lupa mampir my channel,1,tidak kasar,
lupa tekan tombol like x,1,tidak kasar,
makan omong orang bang tetep karya bang konteng toxic situ ketawa tertawa kesel buka channel langsung ketawa tertawa gara toxic bang,1,tidak kasar,
nilai buku sampul,1,tidak kasar,
mudah serah bang,1,tidak kasar,
nilai buku sampul,1,tidak kasar,
nilai orang covernya cuyy,1,tidak kasar,
nilai orang tampil,1,tidak kasar,
nyerah bang kene ndukung koe majukno channel iki su salam asu,1,tidak kasar,
peduli haterr,1,tidak kasar,
harap org yg kapasitas didik by cok muslim ssungguhnya y cma kapasitas,1,tidak kasar,
jelek rena yg ngebullykamuitu ciri khaskamuklwkamuberubahkamubukan ericko p,1,tidak kasar,
skip iklan boejankk,1,tidak kasar,
skip video awkakwkawkak nonton tau,1,tidak kasar,
takut bang gemar yg dukung,1,tidak kasar,
takut hina erick hahahah,-1,kasar,hina
tanggepin benci video benci ditanggepin video benci someone said,-1,tidak kasar,
tolol lahkamusemua bocah gblkkamucomment ngatur ericko hakkamuapa plerkamuitu situ tuhan ajg yg makan jembud yg ngerasain bukankamutaik yg ken melet nganggu hidupkamutolong tolol jan pelihara mendingankamumelihara ayam dikit tololkamubilang tolol buatkamuapa njing ngaruh ama hidupkamukankamubilang negarakamubuta kmrn asi games indonesia,-1,kasar,tolol jembud tolol tolol
utus teroris isis men takedown chanel agama family friendly dunia is this konspirasi iluminati,1,tidak kasar,
jangn urusin semangat bang,1,tidak kasar,
janji botak goblokkkk,1,tidak kasar,
janji botak udah tepatin lom shi,1,tidak kasar,
janji rickk botakk botak nunggu channel nunggu botak ilang,1,tidak kasar,
janjikamumana ajg juta subscribe botak,1,tidak kasar,
janjikamumana rickk botakk botak nunggu channelkamununggukamubotak ilang ya,1,tidak kasar,
java cheater serius brooo akun fake kali g,1,tidak kasar,
so simple mantab heaters mutiara coy,1,tidak kasar,
motivator,1,tidak kasar,
jdi hrs jdi soper benci biar hwhwhwoowowowoehwhwhhw,1,tidak kasar,
jdi pinkguy lgi ngapa,1,tidak kasar,
jdi youtubeer mudah cok benci nda ad otak bapakkau tanding bola gocek tonton,1,tidak kasar,
jebut anjing yg tetep gemar,1,kasar,anjing
jefri junaidi liat tampan kagak ericko tampan juta subscribe emang kaya jefri subscribe,1,tidak kasar,
jendral ff kyak bngsd,1,tidak kasar,
jeprut,1,tidak kasar,
jes no mimin goblok,-1,kasar,goblok
jessnolimit,1,tidak kasar,
jesswithlimit pedo,1,tidak kasar,
nama isis bang lacak tau lu,1,tidak kasar,
hapus chanel bang,1,tidak kasar,
lupa subscribe ade enriko lim gaesss cennel ade yg n,1,tidak kasar,
pikirin bang erick haters,1,tidak kasar,
jhoe ntn pasto ah kentot gilerickolim,1,tidak kasar,
jhoe ntn kirim wa lu,1,tidak kasar,
jhoe ntn u udah kentot gilerickolim,1,tidak kasar,
jijik,1,tidak kasar,
jijik anja sok seksi banget becanda balcore deathcore gaming unfaedah monggoh subscribe gan,1,tidak kasar,
jijik liat muka moga masuk neraka hell for you jink,1,tidak kasar,
jijik how to chanel how to basic subscribe darikamumemang darikamusubs k dlukamuudh hibur gila inget tu waktukamubikin videomake baju filthy frank yabg sus ngomong kentot wkw coba laah udah juta wkwk k an dikit yg hateklo kenal cocok pergi simpel,-1,kasar,gila
jijik nonton video didik unsuscrober,1,tidak kasar,
jijik tol l,1,tidak kasar,
jir tertawa,1,tidak kasar,
joke vulgar garing channel kontol l unsubscribed i quit bye,1,kasar,kontol
jomblo,1,tidak kasar,
jones,1,tidak kasar,
jsjsjssnsjallajajqhwhakshs,1,tidak kasar,
juta isep pentil gaz rick wkwkwk,1,tidak kasar,
juta subscribe botax kin jembt,1,tidak kasar,
juta subscribe hapus chanel erick,1,tidak kasar,
juta subscribe amin,1,tidak kasar,
juta subscribe gada yg bain kwkwkwkw,1,tidak kasar,
juta subscribe kuat,1,tidak kasar,
juta subsciber botak,1,tidak kasar,
juta subscreb,1,tidak kasar,
juta subscribe botak botakk woooiiiii tytyd,1,tidak kasar,
juta subscribe botak mne vidionya udah hapus,1,tidak kasar,
juta subscribe gelud kuy,1,tidak kasar,
juta subscribe hapus chanel erick,1,tidak kasar,
juta subscribe live ngntd,1,tidak kasar,
juta subscribe live streaming coli,1,tidak kasar,
juta subscribe livestream coli tujuh like bro,1,tidak kasar,
juta subscribe reveal otong,1,tidak kasar,
juta subscribe tangangannya botak rick,1,tidak kasar,
jual iba bang,1,tidak kasar,
tekstidaktersedia,1,tidak kasar,
jugaujur sunat,1,tidak kasar,
jujur,1,tidak kasar,
jujur erico lim panutanqu orang toxic suka orang marah cewe dah ku ajak kentot elu biar anak ultra toxic bayangin keluarga toxic hidup rumah,1,tidak kasar,
jujur trmsk benci bang erick,1,tidak kasar,
jujur chanel hilang stresss,1,tidak kasar,
jujur hibur bang ericko lim bicara kasar,1,tidak kasar,
jujur males lihat muka rick njiirr,1,tidak kasar,
jujur tertawa pas menit,1,tidak kasar,
jujur orang pantang nyerah si reza rewind tetep prinsip,1,tidak kasar,
jujur ni chanel hibur bosan,1,tidak kasar,
jujur si kalih liat video luh fb disituh ketawa asik dengar elu yg takut chanel elu tolak google by the way google hapus chanel elu,1,tidak kasar,
julie bodo,1,tidak kasar,
junzzy haha kena bait lo,1,tidak kasar,
junzzy haters detected,1,tidak kasar,
junzzy males,1,tidak kasar,
just for money,1,tidak kasar,
gara toxic tertawa bang toxic sampe king of the toxic,1,tidak kasar,
ngatain channel hibur bro keluarin unek,1,tidak kasar,
orang bangke kaya gin lestari kembang biak lindung,1,tidak kasar,
yg yg nice comment jing,1,tidak kasar,
juta botak woy kontol,1,kasar,kontol
juta bilang yg percaya wkwkwkwkwk,1,tidak kasar,
juta subscribe botak,1,tidak kasar,
juta subscribe botak kontol,1,kasar,kontol
juta subscribe potong gundul njing,1,tidak kasar,
juta subscribe botak,1,tidak kasar,
juta subscribe cium cewek cipok teruss,1,tidak kasar,
k,1,tidak kasar,
k h o n t o l,1,tidak kasar,
k o n t o l,1,tidak kasar,
ka,1,tidak kasar,
ka eri kolim bahasa jaga,1,tidak kasar,
kaca,1,tidak kasar,
kacamata min bang,1,tidak kasar,
kadal gencet,1,tidak kasar,
kadal gencet wkwkwkkwkw ajg si,1,tidak kasar,
kadal gencet wkwkwkwkkw,1,tidak kasar,
kadang suka lucu benci komentar hate hewan abcd sok bijak benerin bahasakamukata abcdkamujuga rusak negara n generasi bocah,-1,tidak kasar,
suka nonton anjing ane tertawa goblo liat yt hibur,-1,kasar,anjing
tau bosen erick jarang upload erpan lucu dah gitu tampan kaya,1,tidak kasar,
yg ngaruh njer wkwkw,1,tidak kasar,
kagak skip iklan adsense lu,1,tidak kasar,
kagak tod,1,tidak kasar,
kagak bela erick mah kagak peduli ma gituan,1,tidak kasar,
kaget intro wkwk,1,tidak kasar,
kaget njeeng,1,tidak kasar,
kagk pikirin bang benci bang karya bang hibur,1,tidak kasar,
kak ajar dengerin saran positif orang,1,tidak kasar,
kak erick tato gitu and rambut pirang ibadah nggk,1,tidak kasar,
kak ericko reza arap,1,tidak kasar,
kak dwi digultik bulungan tdi dah subscribe,1,tidak kasar,
kak ngomong kotor anak nonton,1,tidak kasar,
kak nama benci kakak ngentoters,1,tidak kasar,
kak erick tau gmna orang,1,tidak kasar,
kak tetep semangat yaaa bacotin netizen tepi kudu kuatt,1,tidak kasar,
kaka kocak,1,tidak kasar,
kaka rindu tete,1,tidak kasar,
kakak gantwng,1,tidak kasar,
kakak kim himetentangkamubang jfi sok,1,tidak kasar,
kakak lw,1,tidak kasar,
kakak sok pede,1,tidak kasar,
kakkk erikkkkkk love uuuuuuuu,1,tidak kasar,
ngebuka youtubs liat auto nonton,1,tidak kasar,
orang riau yg baca comment kuu hantam yok,1,tidak kasar,
banding arap tampan erick,1,tidak kasar,
batas g dpt adsense,1,tidak kasar,
didik maksud kategori channel didik serah rick konten hak bebas expresi channel youtube yg ngehalangi kreasi nonton channel hibur ketawa mulu konten tertawa,1,tidak kasar,
erik ngak tampan pacar,1,tidak kasar,
erick,1,tidak kasar,
top comment hapus emel hp guaa,1,tidak kasar,
haters ngesubscribe,1,tidak kasar,
jahat nama benci goblok,-1,kasar,goblok
napa tonton,1,tidak kasar,
jhat seru khntl nnti neraka sepi,1,tidak kasar,
kagak comen jahat dapet duit,1,tidak kasar,
direndahin usaha taik,1,tidak kasar,
nyari faedah buka channel faedah bngsti tertawa,1,tidak kasar,
uncle ben with great powers comes a big responsibility,1,tidak kasar,
kelian suka tonton tonton komentar jelek duit ngalir yg komentar taik eriko,1,tidak kasar,
ketemu tai mukakamuyg kaya pisang sisir,-1,kasar,tai
konten berhasiat kagak negatif gitu aneh hubung elit global,-1,kasar,aneh
ngehindar komentar sadis haters yg emang pro ea good kau boedjank hibur xd xd xd,1,tidak kasar,
liat liat muka ericko lim afif yulistian yak,1,tidak kasar,
ngebuly gitu,1,tidak kasar,
liat chanel didik dah faedah nntn chanel goblok hibur nntn ngata in tonton nntn tetep ajh kaya coayak gitu semangat rick,-1,kasar,goblok
nonton sii erick maksa sii nonton,1,tidak kasar,
mggak suka usahnonton anjing,1,kasar,anjing
pikir,1,tidak kasar,
pikir ngelakuin wkwk stuck situ,1,tidak kasar,
mode serius orang sok bijak,1,tidak kasar,
ngehate ngapa nonton nak,1,tidak kasar,
nyanyi gitu arti plagiat konten nonton vidiokamucuman doang yg haters ericolim tau batul karakter eric asli youtube rewind karya ericolim dkk sa bahaya simple tau layar bajing,-1,tidak kasar,
pinginya penginya komentar as an ing biar rame hahahaaa anjay maannn,1,tidak kasar,
tujuh ekspresi fantasi subscribe buatin videoincest tunggu,-1,kasar,tunggu
kalem,1,tidak kasar,
kalem bang mu dukung mu no toxic no life,1,tidak kasar,
yg nilai eriko lim,1,tidak kasar,
hate youtuber beli mobil rumah,1,tidak kasar,
benci fucking,1,tidak kasar,
hina erickolim jelek erickolim hibur maksud niat jahat komentar liat dlu,-1,kasar,hina
sosmed ngehina ericko mulu ngatain,1,tidak kasar,
klik warna biru,1,tidak kasar,
njing,1,tidak kasar,
suci penuh dosahhh,1,tidak kasar,
si bovo yt rewind yutuber auto unsub,1,tidak kasar,
channel kayakkamuapa dibully dibully gara niru ericko lim he dasarkamuplagiat konten ericko lim iya mksh,1,tidak kasar,
suka gosah nonton anjing,-1,kasar,anjing
haterskamugak kaya bang wkwk,1,tidak kasar,
suka ush nonton bngst tolol sel sel zigot,1,kasar,tolol
gamau anakkamujadi ericko lim gegara nonton vid ya suruh main gundu su bolehin liat yt,1,tidak kasar,
faedah yah tonton anjng,1,tidak kasar,
erik bodo bodo liat video lol bacot kaya,-1,kasar,bacot
attahalilintar work hard pray hard lim,1,tidak kasar,
kalokamudijelekin berartikamulebih bagus,1,tidak kasar,
kalokamuheaters tonton urusin si erik goblok,-1,kasar,goblok
kalokamungusik agama unsubkamurik udahkamudijalan kaya gin erick orang yg biar yutub flat,1,tidak kasar,
mamakamuyg suruh subscribe share yg sbcrib ric,1,tidak kasar,
video unfaedah,1,tidak kasar,
benci tu aset tebalin isi dompet hehehehe,1,tidak kasar,
mah ngomong jorok yaa dosanyakamusendiri yg nanggung kontenkamuga nyinggung agama politik jing,1,tidak kasar,
suka tontonkamulu dapet uang darimana erickontolim kankamutuh hatersnyakamucampur subscriber beli,1,tidak kasar,
nonton videoerico lim pake headset,1,tidak kasar,
subscriber mah benci kali youtube ig follow subscribe biar liat postingan video,1,tidak kasar,
kalou likenya,1,tidak kasar,
kalu erick konten ginikamusemua benci emang enjoy gitu biar ngehibur,1,tidak kasar,
kamprer iklan lag,1,tidak kasar,
ubah kak erick amin,1,tidak kasar,
baca emosi,1,tidak kasar,
bangga benci benci fans yg tunda rela buang cari kesahalan kesahalan ngehina,1,tidak kasar,
bilang suruh sopan ngomong sopan otak,1,tidak kasar,
emang tampan erick,1,tidak kasar,
erico lim videokamu faedah ma,1,tidak kasar,
tampan rick ulala,1,tidak kasar,
gantenggg,1,tidak kasar,
gentleman anjing mental mental hitler teman anjing yg ngehapus chanel,1,kasar,anjing anjing
gila nga nyadar fuck you,-1,kasar,gila
sugiono,1,tidak kasar,
jahat,1,tidak kasar,
jahat enak lim,1,tidak kasar,
kasar bang,1,tidak kasar,
katain chhannel orang aj blum benerr semangat erick kolim subcriber yg bnykk,1,tidak kasar,
erick mental kerupuk wkwkw,1,tidak kasar,
tipi yg didik,1,tidak kasar,
jamet si,1,tidak kasar,
laki cewe,1,tidak kasar,
licik jahat munafik dasaar anjjjiiiiiiiiiiiiiiiiiiing lacur,-1,kasar,munafik
lucu bang santai,1,tidak kasar,
makan pepe aoa nonton,1,tidak kasar,
makan t rex hidup hidup coli emak,1,tidak kasar,
kaya santai bang,1,tidak kasar,
jorok jorokin,1,tidak kasar,
masuk neraka gaya,1,tidak kasar,
sok edgy gitu sok ngelawak bilang lucu ngelawak anjenk,1,tidak kasar,
tenar ngejatuhin temen youtubers,1,tidak kasar,
mesti jaga cakap,1,tidak kasar,
ngaku bintang,1,tidak kasar,
ngaku raja dsr tempe,1,tidak kasar,
ngemis subscribe,1,tidak kasar,
ngomong si,1,tidak kasar,
nilai org tod bsa nilai sndri mcem bnar fck,1,tidak kasar,
ning hapus channel arap juta subscribe sombong juta subscribe kaya udah dunia nye subscribe wkwkwk,1,tidak kasar,
nonton nulis komentar,1,tidak kasar,
nyangkutin dewa,1,tidak kasar,
nyari duit youtube duit hasil barokah erick,1,tidak kasar,
org riau,1,tidak kasar,
sensor tulis m m k tetep ngomong teriak gitu,1,tidak kasar,
sabar yah video hibur orang tau tujuh konten so usaha cuy,1,tidak kasar,
seksi marco assitennya maille hahaha tempee,1,tidak kasar,
setoxic dlu bang,1,tidak kasar,
suruh sapa,1,tidak kasar,
tau video jesnolimit jodie mabar,1,tidak kasar,
td bilang bangga,1,tidak kasar,
umur,1,tidak kasar,
yg gila,-1,kasar,gila
sesar,1,tidak kasar,
manusia akal gunain akal tel gitu,1,tidak kasar,
kang ulgi salah,1,tidak kasar,
kangen erickontoru erick keluarin lg,1,tidak kasar,
kangen dah intro,1,tidak kasar,
kangen intro anjingv,1,tidak kasar,
kangen intro,1,tidak kasar,
kangen intro,1,tidak kasar,
kangen intro wkwko,1,tidak kasar,
kangen intro tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tungtung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung,1,tidak kasar,
kangen intro njir wkwk,1,tidak kasar,
kangen konten badword pas pinkguy,1,tidak kasar,
kangen opening,1,tidak kasar,
kangen intro video,1,tidak kasar,
kangen dah ama intro c moga lancar y ganbatte,1,tidak kasar,
kanker ampe dengkul,1,tidak kasar,
kaowkwow benci erik bocah nak sok edgy dumay yg umurnyaa umur smp sma dh tau erick toxic ajaa dikomenin hatee kaoakwow,1,tidak kasar,
acara agama bang,1,tidak kasar,
tutorial colj erick,1,tidak kasar,
botak,1,tidak kasar,
botak bang ericko lim,1,tidak kasar,
botakkk suu,1,tidak kasar,
video pb anjing,1,kasar,anjing
collab qory,1,tidak kasar,
collab qorygore bang tunggu dewa feat soapking,-1,kasar,tunggu
draw my life,1,tidak kasar,
botak rb subscribe botak,1,tidak kasar,
mati nek,1,tidak kasar,
coba orang yg rela makan jembodnya hibur subscribernya jijik tpkamuttp lakuin yg subscriber request benci org yg iri orang,1,tidak kasar,
maen pb,1,tidak kasar,
main pb tot,1,tidak kasar,
collab agung hapsah semenjak lihat snapgram janji collab agung hapsah nunggunungguin,1,tidak kasar,
ngegym bg,1,tidak kasar,
nikah,1,tidak kasar,
review mobilkamubang,1,tidak kasar,
rilis rewind tunggu,1,kasar,tunggu
upload videongentod,1,tidak kasar,
w haters kykkamurik,1,tidak kasar,
youtube rewind,1,tidak kasar,
kapten liong alhamdulilah verified wkwk,1,tidak kasar,
haterskamumakan kenyang hahahahahahahahahahahahahahaha,1,tidak kasar,
chanell didik subscribe,1,tidak kasar,
benci kaya n,1,tidak kasar,
kasar nipu hmmm,1,tidak kasar,
kasi gws,1,tidak kasar,
kasi bang ericko lim benci,1,tidak kasar,
kasi delo,1,tidak kasar,
kasi benci baperan wkwk dewasa wkwk,1,tidak kasar,
kasi jess no duit,1,tidak kasar,
kasiankamutod kacang,1,tidak kasar,
kasi benci bacot miskin u todak channel hibur yg didik nendidik subscribe si erick krna udah paham emang video didik tetep subscribe tetep support krna entertainer entertainer pokok hibur nggk didik,-1,kasar,bacot miskin
kasi erick yg komentar benci ngetik g dapet duit tapikamumbacain komentar dapet duit,-1,tidak kasar,
kasih subscriber biar dapet adsense,1,tidak kasar,
kasihankamubang,1,tidak kasar,
beli likernya,1,tidak kasar,
haters bngst,1,tidak kasar,
inspirasi,1,tidak kasar,
kasar sensor biar gal anak liat saran,1,tidak kasar,
pribahasa yg,1,tidak kasar,
botak bang wkwkwk,1,tidak kasar,
dibotakin tol,1,tidak kasar,
mutiara terdabes,1,tidak kasar,
channel family freindly ngomong kaya gitu fp,1,tidak kasar,
bain ericko lim bain njink,1,tidak kasar,
eric subscribernya beli eric usaha goblokkamucuma ngomongin orang eric subscribe soapking dukung ericolim,-1,tidak kasar,
erik beli subscribe bayar subscribe seru,1,tidak kasar,
suruh unsubscribe,1,tidak kasar,
hibur faedah,1,tidak kasar,
katain si lim org gila maaf yaang gila,-1,kasar,gila gila
yg bilang channelkamuisinya dark joke,1,tidak kasar,
botak,1,tidak kasar,
botakkamurick,1,tidak kasar,
nice dude,1,tidak kasar,
kaum astronot roket,1,tidak kasar,
kautuh bodo kautu,1,tidak kasar,
kaya kenal ngomong bantu n jembut coba,-1,kasar,jembut
apiip,1,tidak kasar,
ngedit erpan,1,tidak kasar,
kayak ngedit erpan,1,tidak kasar,
kayan arap lim,1,tidak kasar,
tekstidaktersedia,1,tidak kasar,
ni bangsad,1,tidak kasar,
organisasi prostitusi indonesia channel erick subang,1,tidak kasar,
tampan,1,tidak kasar,
triggerd benci ea,1,tidak kasar,
kebal,1,tidak kasar,
kebal bait ea,1,tidak kasar,
kebal goblok bully erik,-1,kasar,goblok
asem yg hate komentar kekamuuda yg nice komentar yg biasagmn sihwk erkolim is the best,1,tidak kasar,
drama lu,1,tidak kasar,
haterskamupakai akun abal abal,1,tidak kasar,
iklan kentod,1,tidak kasar,
iklan kontol,1,kasar,kontol
yg nontonkamupaket hape goblok,-1,kasar,goblok
keep calm,1,tidak kasar,
keep charming rick gantung tonton nanggapi videokamumenurut karya sihh,1,tidak kasar,
keep it going brother,1,tidak kasar,
keep it going rick,1,tidak kasar,
keep rising madafaka,1,tidak kasar,
keep gemar h gg,1,tidak kasar,
keep strong soap kingg,1,tidak kasar,
keep up the good work bang gaussh peduliin benci dapet adsense iya kagak,1,tidak kasar,
