,text,sentiment,labeling
1391,ericko aku minta tidak kalau aku mau minta kamu kalau jt subscribe makan nasi goreng pake cicak sama ludah kamu,positif,tidak kasar
1392,ericko aku toxic haha,positif,tidak kasar
1393,ericko asli nya,positif,tidak kasar
1394,ericko duet sama bowo tuju like kowko,positif,tidak kasar
1395,ericko emang jago,positif,tidak kasar
1396,ericko ganteng,positif,tidak kasar
1397,ericko gara ngikuti gaya bicara kamu gua jadi tenar sekolah gua sekolah panggil sama temen gua anak murid ericko,positif,tidak kasar
1398,ericko halilintar hahahhaha,positif,tidak kasar
1399,ericko jossss,positif,tidak kasar
1400,ericko kalau rambutny cepak mirip rizky febian,positif,tidak kasar
1401,ericko lim,positif,tidak kasar
1402,ericko lim,positif,tidak kasar
1403,ericko lim asli nya se toxic yg kamu pikir,positif,tidak kasar
1404,ericko lim banyak haters kok si haters nonton anjeeeng gobloggg gituuu,positif,tidak kasar
1405,ericko lim bicara,positif,tidak kasar
1406,ericko lim bukan kaleng kaleng gama dia,positif,tidak kasar
1407,ericko lim coba dong bikin video tanpa toxic,positif,tidak kasar
1408,ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limerickoericko,positif,tidak kasar
1409,ericko lim for president,positif,tidak kasar
1410,ericko lim gak punya otak,positif,tidak kasar
1411,ericko lim ganteng panutan aing,positif,tidak kasar
1412,ericko lim hmm,positif,tidak kasar
1413,ericko lim ikut ikut asa ni channel udah lama,positif,tidak kasar
1414,ericko lim is the bestin haters rick,positif,tidak kasar
1415,ericko lim jadi motivator muda wkwkwk,positif,tidak kasar
1416,ericko lim jangan jadiin gwe panutan atau idola kalian tapi jadiin gwe bagai hibur buat kalian,negatif,kasar
1417,ericko lim joker,positif,tidak kasar
1418,ericko lim just uploaded a vidio,positif,tidak kasar
1419,ericko lim king,positif,tidak kasar
1420,ericko lim ku kli ini bijak sangad,positif,tidak kasar
1421,ericko lim memang idam wanita,positif,tidak kasar
1422,ericko lim ngemis subscribe,positif,tidak kasar
1423,ericko lim no limit pros come back,positif,tidak kasar
1424,ericko lim no limit pros wkkwkw asuu asuuu d,positif,tidak kasar
1425,ericko lim no limit pross,positif,tidak kasar
1426,ericko lim no limit pross is back,positif,tidak kasar
1427,ericko lim oppa no limit pros souw liong liow gamerz gaming v,positif,tidak kasar
1428,ericko lim panutan,positif,tidak kasar
1429,ericko lim panutan q,positif,tidak kasar
1430,ericko lim pross udak soapers,positif,tidak kasar
1431,ericko lim sama arap lebih tahan ericko lim,positif,tidak kasar
1432,ericko lim the best,positif,tidak kasar
1433,ericko lim the best,positif,tidak kasar
1434,ericko lim toxic is comeback,positif,tidak kasar
1435,ericko lim ulu intro,positif,tidak kasar
1436,ericko lim yg sebar itu tak seperti apa yang kalian pikir,positif,tidak kasar
1437,ericko lim you are fucking king gak usah peduli hatershit yaa keep toxic,positif,tidak kasar
1438,ericko limat nama bukan haters goblok,negatif,kasar
1439,ericko limit pros,positif,tidak kasar
1440,ericko limited edition,positif,tidak kasar
1441,ericko lu bikin gua ngakak liat tinggkah lo toxic lbay wkwkwkwk,positif,tidak kasar
1442,ericko mahh imut and ganteng sekali,positif,tidak kasar
1443,ericko no limit pros,positif,tidak kasar
1444,ericko no limit pros gaming is back,positif,tidak kasar
1445,ericko no limit pros intro the best,positif,tidak kasar
1446,ericko no limit pros wkwkwkwkwkwkwkwkwkw,positif,tidak kasar
1447,ericko no limit pross adsense for life mhankk,positif,tidak kasar
1448,ericko no limit prosss is back madafakah v,positif,tidak kasar
1449,ericko orang paling sabar di indonesia ajg,positif,tidak kasar
1450,ericko tetap hati,positif,tidak kasar
1451,ericko the best youtuber,positif,tidak kasar
1452,ericko the real king,positif,tidak kasar
1453,erickolim,positif,tidak kasar
1454,erickolim beli subscribe terus yg king of youtube indonesia gmna broo,positif,tidak kasar
1455,erickolim gilaaaaa,positif,tidak kasar
1456,erickolim itu gk goblok tapi dia itu orang pinter pura pura goblok,negatif,kasar
1457,erickolim kok kaya artis korea,positif,tidak kasar
1458,erickolim lo orang apa,positif,tidak kasar
1459,erickolim main game lagiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,positif,tidak kasar
1460,erickolim makasih pujianya malah tambah tenar cukks ngomong sopan,positif,tidak kasar
1461,erickolim no limit pros alphenlibe liongkong,positif,tidak kasar
1462,erickolim no limit pros issss baaaaaacccckkk,positif,tidak kasar
1463,erickolim nolimit pros is back,positif,tidak kasar
1464,erickolim nyari cewe buat nyari konten wkwkwk,positif,tidak kasar
1465,erickolim panutanqu,positif,tidak kasar
1466,erickolim taik kolap aja kamu sama banser,positif,tidak kasar
1467,erickolim tuhan aku,positif,tidak kasar
1468,erickollimnolimitproslu lucu bang a,positif,tidak kasar
1469,erickonolimitepros,positif,tidak kasar
1470,erickonolimitpros,positif,tidak kasar
1471,erickonolimitpros wkwkwkwk,positif,tidak kasar
1472,erickonos limos panutanqunos,positif,tidak kasar
1473,erickont l no limit voss,positif,tidak kasar
1474,erickonto mah kebal hatersdong v ya gak,positif,tidak kasar
1475,erickontoru adalah orang yg kebal akan haters v,positif,tidak kasar
1476,erickontrol,positif,tidak kasar
1477,erickoo lopeyouuuu,positif,tidak kasar
1478,erickopros no limit,positif,tidak kasar
1479,erico lim beli subscribe di gw,positif,tidak kasar
1480,erico lim bikin video kamu lgi coli dong,positif,tidak kasar
1481,erico manusia lumba lumba,positif,tidak kasar
1482,ericoli erickon aku ngehate biar kamu kaya,positif,tidak kasar
1483,ericolim aku dukung kakak karna kakak adalah panutan bangsa cuma chenel kakak yg faedah wkwkwk,positif,tidak kasar
1484,ericolim paling serius di youtube rewind,positif,tidak kasar
1485,ericomenntro alan suryajana,positif,tidak kasar
1486,ericontol,positif,tidak kasar
1487,erik coli yuk,positif,tidak kasar
1488,erik erik erik erik,positif,tidak kasar
1489,erik ganteng kok kalau liat jauh,positif,tidak kasar
1490,erik kapan live stream sambil ngentod coba luh lakuin pasti channel luh langsung hilang ke report,positif,tidak kasar
1491,erik ko analog,positif,tidak kasar
1492,erik mirip bakso yaaaers makin kenal,positif,tidak kasar
1493,erik semangat pakkk,positif,tidak kasar
1494,erikco lim asu hina reza coba kamu ku hina ngadu mama,negatif,kasar
1495,erikintil,positif,tidak kasar
1496,eriko ko gua like haha,positif,tidak kasar
1497,eriko lim angkat aku jadi mirid kamu,positif,tidak kasar
1498,eriko lim kereatif njirr wkwk,positif,tidak kasar
1499,eriko lim main pubg mobile bareng yok,positif,tidak kasar
1500,eriko lim un atas parental advisory,positif,tidak kasar
1501,eriko mah ganteng gitu lohhhhhhhhhhhhh,positif,tidak kasar
1502,erikolim mutu,positif,tidak kasar
1503,erikolim sampah,negatif,kasar
1504,erikomoba nikahin aku dong i love your life stile and your kon l dia neng ngelakuinnya jadi lebih baik support biar dia bisa lebih baik belum tentu yg comment jelek ke ericko lebih mapan dari dia,positif,tidak kasar
1505,erikonyink,positif,tidak kasar
1506,eriscon,positif,tidak kasar
1507,erlangga saputra kemarin,positif,tidak kasar
1508,erlangs kok ajak youtube rewind,positif,tidak kasar
1509,erocolim aku dukung kakak karna kakak panutan bagi bangsa wkwkwk,positif,tidak kasar
1510,erpan,positif,tidak kasar
1511,erpan,positif,tidak kasar
1512,erykoncy,positif,tidak kasar
1513,essss look at menit dah,positif,tidak kasar
1514,etd judul ngeselin sekali heaters emg jht coeg kok kesel vtoxic karuan temen sekolah aku kadang aku iseng teriak jalan temen aku tetep fun fun aja sama gua memang omong hitam percaya buat ku suci,positif,tidak kasar
1515,ewean,positif,tidak kasar
1516,f,positif,tidak kasar
1517,f,positif,tidak kasar
1518,f cking stupid boy,positif,tidak kasar
1519,f sn qxbx g sn,positif,tidak kasar
1520,fachrur rozi s wkwk biasa para heaters yg ingin cari sensasi doank bro biar orang bela dn dia yg paling bner gw ttap dukung ericko aja,positif,tidak kasar
1521,fack you dog,positif,tidak kasar
1522,faedah nggk,positif,tidak kasar
1523,fahri gua bang ah parah lu bang,positif,tidak kasar
1524,fak intro dugem gratis,positif,tidak kasar
1525,fak ke dah,positif,tidak kasar
1526,fak kecil,positif,tidak kasar
1527,fak v konten tergood dunia,positif,tidak kasar
1528,fakboy kalibata city,positif,tidak kasar
1529,fake lo bang channel unfaedah,positif,tidak kasar
1530,fakkecil,positif,tidak kasar
1531,fakta nya eric lebih gaul deket sama orang grup belah mana lebih deket sama orang nyata hilang temen wkwkwk fuck,positif,tidak kasar
1532,falen tino ugiatsih great fucker,positif,tidak kasar
1533,family friendly,positif,tidak kasar
1534,family friendly bangettttt nihhh,positif,tidak kasar
1535,family friendly dunia kontolim mantap bang ericko ibur sekali,positif,tidak kasar
1536,family friendly yang gak friendly hiya hiya hiya,positif,tidak kasar
1537,famzy ngomong apa kamu tong,positif,tidak kasar
1538,famzy terus nenek nenek makan,positif,tidak kasar
1539,famzy yg ngelawak siapa anjenk,positif,tidak kasar
1540,fans,positif,tidak kasar
1541,fans,positif,tidak kasar
1542,fans aku jan macem kamu kamu ngatain erick baku hantam kyta kymack,positif,tidak kasar
1543,fans berat lo lim,positif,tidak kasar
1544,fans from malaysiat ome tv dong bang yg stuju like,positif,tidak kasar
1545,fans ny jg,positif,tidak kasar
1546,fans t rtund,positif,tidak kasar
1547,fans tunda pernah denger skinnyfabs wkwkw,positif,tidak kasar
1548,fans yg tunda benar paling absurd,positif,tidak kasar
1549,fatality bang org yg kaya gitu bencongtampatoket,positif,tidak kasar
1550,febri dwi laksono kaori aja noh idh mati cari kubur sagiri udah perawan sudah kupake,positif,tidak kasar
1551,febri dwi laksono sagiri or kaori,positif,tidak kasar
1552,femeli frenli,positif,tidak kasar
1553,fendi gaming kamu aja ngomong agama,positif,tidak kasar
1554,fendi gaming lu aja ngomong agama,positif,tidak kasar
1555,fernanda achmad gw dislike karena yg patutu di dislike itu sampah dan erickolim sendiri juga paham kalo chanelnya chanel sampah tidak didik kalo anda like berat ana like sampah,negatif,kasar
1556,fight i masukin hati kata kata haters tod,positif,tidak kasar
1557,fiks orang dewasa,positif,tidak kasar
1558,filthy frank indonesian version,positif,tidak kasar
1559,filtyfrank lebih greget v,positif,tidak kasar
1560,finally intro legend datang,positif,tidak kasar
1561,finaly intro jess no kntil,positif,tidak kasar
1562,finnaly intro legend siapa yang neng erick make intro ini,positif,tidak kasar
1563,firman gar biasa cok gausah ngegas mbot,positif,tidak kasar
1564,first,positif,tidak kasar
1565,first,positif,tidak kasar
1566,first,positif,tidak kasar
1567,first,positif,tidak kasar
1568,first,positif,tidak kasar
1569,first,positif,tidak kasar
1570,first,positif,tidak kasar
1571,first,positif,tidak kasar
1572,first,positif,tidak kasar
1573,first,positif,tidak kasar
1574,first,positif,tidak kasar
1575,first,positif,tidak kasar
1576,first dapet soapa serah haters lah anjink emang lu siapa bngsd,positif,tidak kasar
1577,first disslike,positif,tidak kasar
1578,first pepek,positif,tidak kasar
1579,first time comment,positif,tidak kasar
1580,first unlike,positif,tidak kasar
1581,fix anjink semua subscriber erick cancer semua,positif,tidak kasar
1582,fix hqters guna,positif,tidak kasar
1583,fix kutik tu haters,positif,tidak kasar
1584,fix rata haters lu rapstrodog rik dah tawan bngt ama w v,positif,tidak kasar
1585,fix semua heaters kamu bocah semua,positif,tidak kasar
1586,fix terus filthy frank dah ni wkwkkwaan mikirin idup orang,positif,tidak kasar
1587,fix yang dislike hatrs anjikk,positif,tidak kasar
1588,follback bangemua rugi lu bully si eric emang udh tingkah nya kaya gitu lah dia yang neng,positif,tidak kasar
1589,follow ig dennis cakra yah,positif,tidak kasar
1590,foto son of zeus dimunculin qorygore awokwok,positif,tidak kasar
1591,foto siapa,positif,tidak kasar
1592,frank content loser read hater comment,positif,tidak kasar
1593,fresh ni rick sumpah ngakak gw wkwkkw,positif,tidak kasar
1594,fressshhhhh kntl,positif,tidak kasar
1595,fuck haters,positif,tidak kasar
1596,fuck hatterss,positif,tidak kasar
1597,fuck kntl,positif,tidak kasar
1598,fuck man i like u shit damn,positif,tidak kasar
1599,fuck soapers,positif,tidak kasar
1600,fuck that haters,positif,tidak kasar
1601,fuck the haters you still shine rick,positif,tidak kasar
1602,fuck those haters keep going ericko lim,positif,tidak kasar
1603,fuck you,positif,tidak kasar
1604,fuck you erico lim,positif,tidak kasar
1605,fuck you haters,positif,tidak kasar
1606,fuck youu yg bulllt rick,positif,tidak kasar
1607,fucking bitch haters itu fans yang tunda haha lanjut bang hahahaha,positif,tidak kasar
1608,full ngakak njing wkwkwkwk,positif,tidak kasar
1609,funfact,positif,tidak kasar
1610,fuuuuuuuussiioooooonnnnnn xd,positif,tidak kasar
1611,fvck,positif,tidak kasar
1612,g,positif,tidak kasar
1613,g colab sama qorygore dong,positif,tidak kasar
1614,g gw saranin lu hapus channel aj wkwkwq nyindir yaa,positif,tidak kasar
1615,g lucu,positif,tidak kasar
1616,g nanya,positif,tidak kasar
1617,ga ada cash ga akan happy beli di tix id,positif,tidak kasar
1618,ga ada cash gagal happy,positif,tidak kasar
1619,ga ada intro kiamat,positif,tidak kasar
1620,ga faedah banget rik vidio lu,positif,tidak kasar
1621,ga faedah jgn upload lagi,positif,tidak kasar
1622,ga bisa subs x goblog v,positif,tidak kasar
1623,ga gua skip iklan biar makin kaya trus haters pada panas hehe,positif,tidak kasar
1624,ga kek yg kolea itu yang di komen haters lapor polisi v,positif,tidak kasar
1625,ga lucu lu kampanh,positif,tidak kasar
1626,ga punya konten ini,positif,tidak kasar
1627,ga sabar ytrewind ajg,positif,tidak kasar
1628,ga sopan lu jink sama my lordner mana yg enggk lahhh terus lu apa a lomba buat bikin lu makin kayaody ama erickolim,positif,tidak kasar
1629,ga ush di perhatiin bg karna haters adalah fans yg tunda karna karma tak seman kurma v fuckyouhaters,positif,tidak kasar
1630,ga ush nonton lebay,positif,tidak kasar
1631,ga yakin sih kalo haternya banyak video ini yg like k tp yg dislike kurang dari akhir gw liat lho ya gatau telah gw kasih komen bakal ubah gimana ttep semangat dah rick wkwkwk,positif,tidak kasar
1632,gabung warpath sama daylen,positif,tidak kasar
1633,gacha starlite wkwk,positif,tidak kasar
1634,gada haters komen vv,positif,tidak kasar
1635,gada konten bacain komen haters v haters duit ngerti gua v boleh juga caralu cari duit bang v,positif,tidak kasar
1636,gada lo garame rik wkwkwk,positif,tidak kasar
1637,gadai bang ganteng badai,positif,tidak kasar
1638,gaje lah in,positif,tidak kasar
1639,gak,positif,tidak kasar
1640,gak bang gw dukung luuu,positif,tidak kasar
1641,gak berani ngehujat entar dibikinin video batman sagne,positif,tidak kasar
1642,gak ganteng yg penting punya pacar,positif,tidak kasar
1643,gak jangan maksa,positif,tidak kasar
1644,gak main pb lg lu bang,positif,tidak kasar
1645,gak mempan haters erick,positif,tidak kasar
1646,gak pasti isi toxic semua kalau ada erick v,positif,tidak kasar
1647,gak semua comment hate itu serius banyak becanda atau mau ikut toxic aja klo konten toxic kan ga ada salah klo comment toxic ya gak,positif,tidak kasar
1648,gak usah di dengerin tod heters mah gitu memang,positif,tidak kasar
1649,gak usah ketawa oi emang lu bau sampah nyadar lah dikit harus lu prihatin sama laku lu,negatif,kasar
1650,gakuat nahan tawa v ampun djkud komen di sini rasa sok asik dengan video ini jilat mau di bilang sok oh yee iya,positif,tidak kasar
1651,galihmaulanaa bener banget,positif,tidak kasar
1652,game official hatters detected,positif,tidak kasar
1653,gaming thnks,positif,tidak kasar
1654,ganteng,positif,tidak kasar
